"t0_hhid","hhid","pid_unps","PID","availablevisit1","ws2aq1a","ws2aq1b_1","ws2aq1b","ws2aq1c","ws2aq2","ws2aq3","ws2aq4","ws2aq5"
"H2990209","8a763bf06c1242969e5f58ff8291c4b6",,5,2,,,,,,,,
"H2990209","8a763bf06c1242969e5f58ff8291c4b6",,2,1,3,,,,1,1,18,"20"
"H3440301","8a862a0c291b4dafbf287b83572eab3c",,5,2,,,,,,,,
"H3170901","8a971f5ac0c94733af2d4ffb1cf3c82b","P31709-002",2,1,1,1,"1",1,,,,
"H1550502","8a9b2b0867d74803a30fd760ae22db80","P15505-011",5,2,,,,,,,,
"H1550502","8a9b2b0867d74803a30fd760ae22db80",,8,1,3,,,,2,1,38,"40"
"H1550502","8a9b2b0867d74803a30fd760ae22db80",,12,2,,,,,,,,
"H1860401","8aae3e00032141138985f33a4ee4ac5a","P18604-002",2,1,1,1,"1",1,,,,
"H0210801","8aaf398f6af041cdbc4958e2577d14b1",,4,1,2,2,,2,,,17,
"H0401001","8ad2c67a787e429bba2cf48ba9da1fdb","P04010-002",2,1,1,1,"1",1,,,,
"H0401001","8ad2c67a787e429bba2cf48ba9da1fdb","P04010-006",4,2,,,,,,,,
"H0401001","8ad2c67a787e429bba2cf48ba9da1fdb","P04010-007",5,2,,,,,,,,
"H2140301","8aeb3ab5b8b34f12aad06ba9f3459d64","P21403-006",4,1,3,,,,3,,,
"H2140301","8aeb3ab5b8b34f12aad06ba9f3459d64","P21403-004",3,1,3,,,,3,,,
"H0220701","8aebb586b8e846fc80abe8ed0f5db163",,4,1,3,,,,3,,,
"H1460601","8aeefe14981b4d38a10230d2891aefad","P14606-002",2,1,3,,,,3,,,
"H1460601","8aeefe14981b4d38a10230d2891aefad","P14606-001",1,1,2,1,"5",2,,,17,
"H3590401","8b0b41b599ee4ee7bcf30d265d1923ee",,6,1,2,1,"1",1,,,,
"85","8b283f3a1c9247a7973f3b2f772cf197",,1,2,,,,,,,,
"85","8b283f3a1c9247a7973f3b2f772cf197",,3,1,3,,,,3,,,
"H0500701","8b48e9bcb1994b4f92d1969c1e54a293",,1,1,1,1,"9",1,,,,
"H0500701","8b48e9bcb1994b4f92d1969c1e54a293",,4,2,,,,,,,,
"H3600501","8b4d777ba5974738988aec0efdd7ef10","P36005-002",2,1,1,1,"1",1,,,,
"H2880501","8b63cb63bfab43eebd403632eee825a2","P28805-003",2,2,,,,,,,,
"H2880501","8b63cb63bfab43eebd403632eee825a2","P28805-006",5,2,,,,,,,,
"H2880501","8b63cb63bfab43eebd403632eee825a2","P28805-007",6,1,2,1,"1",1,,,,
"H3620201","8b78ea7e19b94b1f8ec1f6710774d003","P36202-002",2,1,1,1,"1",2,,,13,
"H3620201","8b78ea7e19b94b1f8ec1f6710774d003","P36202-003",3,2,,,,,,,,
"H4120301","8bb14e81d3b84807a12cfed594724f12","P41203-002",2,1,2,1,"1",1,,,,
"H3700201","8bc98ec22a044c67bb69bcfad8be445b","P37002-006",4,2,,,,,,,,
"H3700201","8bc98ec22a044c67bb69bcfad8be445b","P37002-010",8,1,3,,,,1,1,14,"28"
"H1250201","8be06091a17c4093be71af31ce99f42e",,1,1,1,1,"11",1,,,,
"H1250201","8be06091a17c4093be71af31ce99f42e",,12,1,2,1,"4",1,,,,
"H0681002","8beea5570da34cc48e31b41a0af2f581","P06810-010",9,1,2,1,"1",2,,,16,
"H1251001","8bf96b447a2e4263992ef11da8cbbdc1",,1,1,1,1,"12",1,,,,
"H1830103","8c07624c2ebe4249835e43fca2fdac7e","P18301-026",2,1,1,1,"1",2,,,18,
"H1500703","8c25f710369e4bc8bccdcd227b940d39","P15007-013",1,1,3,,,,3,,,
"H1500703","8c25f710369e4bc8bccdcd227b940d39",,4,1,3,,,,3,,,
"H1500703","8c25f710369e4bc8bccdcd227b940d39",,3,1,3,,,,3,,,
"H1760201","8c5d550afff04bea9e522fad66ae948f","P17602-002",2,2,,,,,,,,
"##N/A##","8c60078f31be46d7bcf8e3231b002f01",,6,1,,,,,,,,
"##N/A##","8c60078f31be46d7bcf8e3231b002f01",,2,1,2,1,"1",1,,,,
"H1300201","8c9a6b525a3c4ef3a99a96c03fa199ac","P13002-002",3,1,1,1,"5",1,,,,
"H1300201","8c9a6b525a3c4ef3a99a96c03fa199ac","P13002-007",12,1,3,,,,3,,,
"H0370702","8d0ce15ca2ce480d9a50d3210de8ef4e","P03707-013",2,1,1,1,"1",2,,,15,
"H4231001","8d32035f9c004c69a1e3cc290151c354",,6,1,3,,,,1,3,18,"20"
"H4231001","8d32035f9c004c69a1e3cc290151c354","P42310-005",4,1,3,,,,1,3,20,"22"
"H4231001","8d32035f9c004c69a1e3cc290151c354","P42310-004",3,1,3,,,,3,,,
"H4231001","8d32035f9c004c69a1e3cc290151c354","P42310-003",2,1,3,,,,1,3,15,"18"
"H1290801","8d4f77c1d64c4c71aa844ee56e0f979f","P12908-002",2,1,1,1,"1",1,,,,
"H4020901","8d50c07a637b422bb68d3a3114998cc8","P40209-002",2,1,1,1,"1",1,,,,
"H1800101","8d6843d2394544fcba72c27e8497a8c3","P18001-005",4,2,,,,,,,,
"H3810901","8d7afd4d3b36456cbeb5ad5ca9bae80f",,7,2,,,,,,,,
"H3810901","8d7afd4d3b36456cbeb5ad5ca9bae80f",,9,2,,,,,,,,
"H3810901","8d7afd4d3b36456cbeb5ad5ca9bae80f",,6,1,3,,,,3,,,
"H2570101","8d8bd370dfe34b98925330da43498f14","P25701-001",1,1,3,,,,1,3,28,"30"
"H1640903","8d8eec5d1fc04309982bbe2873aaf4fe","P16409-015",2,1,1,1,"1",1,,,,
"H3430802","8d9c6f8395d54bf9a144891a5a86691b","P34308-010",1,1,1,1,"3",1,,,,
"H1880702","8dbadd9a257a4740a0e9fe370f8517af",,5,1,2,1,"2",2,,,16,
"H3970101","8dc61da3ba6e42d082821c42f93386bd",,1,1,3,,,,1,1,15,"22"
"H3970101","8dc61da3ba6e42d082821c42f93386bd",,2,2,,,,,,,,
"H0670901","8dd65b7172ee421fa7e2883e90df0951","P06709-001",1,1,1,2,,1,,,,
"H2240701","8df87ec021f94ad9b03185b5283c279e",,4,1,2,2,,1,,,,
"H3790501","8e20ed2206b440b3b03152cdb731df17",,8,1,3,,,,3,,,
"H3790501","8e20ed2206b440b3b03152cdb731df17",,9,1,3,,,,3,,,
"H3790501","8e20ed2206b440b3b03152cdb731df17",,7,1,1,1,"1",2,,,14,
"H2460701","8e275889cf9d4a2d9b918cca0296bf47","P24607-001",1,1,1,1,"6",1,,,,
"H1801301","8e46484bb7824d3fb6d59fa00e5f96e8",,1,1,2,1,"6",1,,,,
"H4161001","8e4ef0b5c2d74df082d968580cf7ce91","P41610-002",2,1,1,1,"1",1,,,,
"H4161001","8e4ef0b5c2d74df082d968580cf7ce91",,10,1,3,,,,3,,,
"H4120401","8e4f4884786441eead77d423cf002827","P41204-003",3,2,,,,,,,,
"H4120401","8e4f4884786441eead77d423cf002827",,11,1,3,,,,3,,,
"H4120401","8e4f4884786441eead77d423cf002827","P41204-004",4,2,,,,,,,,
"H4120401","8e4f4884786441eead77d423cf002827","P41204-002",2,1,1,1,"1",1,,,,
"H2950502","8e52b830f34a4d95917857a5d1d57504","P29505-012",2,1,1,1,"1",1,,,,
"H2820701","8e60108fea1948358dc02668aa99ec99","P28207-004",2,1,1,1,"1",1,,,,
"H3810401","8e70cdad3a9045fdb4d573587bc2ea8f",,3,2,,,,,,,,
"H0390801","8e7744ee27f547308607af9b6f81ac60","P03908-002",2,1,1,1,"1",1,,,,
"H2621001","8e90f50f86204364ab92afa5342cb346",,3,2,,,,,,,,
"H3610901","8edb52c2aa144083baec4616c6739603","P36109-002",2,1,1,1,"1",1,,,,
"H2611102","8ee09f114c144bd192bce8c656660d7e","P26111-001",1,1,1,2,,2,,,18,
"H2340501","8ef19c13bc2c40768f94983065c7ee1c","P23405-003",3,1,1,2,,1,,,,
"H1820702","8f222f9618624d03afb44548f35b8613","P18207-003",1,1,1,1,"2",1,,,,
"H4100301","8f3b951b0d984592b4a19027f878b728","P41003-003",3,2,,,,,,,,
"H4100301","8f3b951b0d984592b4a19027f878b728",,10,1,3,,,,3,,,
"H4100301","8f3b951b0d984592b4a19027f878b728","P41003-004",4,1,3,,,,3,,,
"H4100301","8f3b951b0d984592b4a19027f878b728","P41003-002",2,1,1,1,"1",1,,,,
"H1180601","8f62ead3a4554156a8313e1bab4c6545","P11806-002",2,1,1,1,"1",1,,,,
"H4280501","8f6724a9559747548bff8f3f5c7ccd1a","P42805-002",2,1,1,1,"1",1,,,,
"H1950602","8f884f10378545f2bdd297e2031b631c","P19506-002",1,1,2,1,"2",2,,,14,
"H0950502","8f9c96cbf6c2457190322a9e57759aeb",,2,1,1,1,"1",1,,,,
"H2000502","8f9d730b39f1418893033ecfd171ab85","P20005-013",2,1,2,1,"1",1,,,,
"H1960802","8fba984fdcb34aff98a0b0f5fa9e7202","P19608-008",3,1,1,1,"2",1,,,,
"H1960802","8fba984fdcb34aff98a0b0f5fa9e7202","P19608-010",5,1,3,,,,3,,,
"H1960802","8fba984fdcb34aff98a0b0f5fa9e7202","P19608-011",6,1,3,,,,3,,,
"H2440702","9014f13214bd4feab479150b5d8426ac","P24407-003",1,2,,,,,,,,
"H0630302","903864ddc9c641de8b968666fe5e4169","P06303-012",2,1,3,,,,1,3,17,"18"
"H1880502","904dd7d7b658455ca2dee21d62f415a0",,2,2,,,,,,,,
"H2380102","904f8ed698d44fbfa11f8bf55055d1e2","P23801-004",1,1,1,1,"2",1,,,,
"H3090101","905949a54d8444ceb1f179484be50218","P30901-002",2,2,,,,,,,,
"H3931001","9071fd7767284b7aaf52d96b02285f6e","P39310-004",3,1,3,,,,3,,,
"H3931001","9071fd7767284b7aaf52d96b02285f6e","P39310-002",1,1,1,2,,2,,,19,
"H3980101","9076071102c748668d2c4fa16a360ac9","P39801-002",2,1,1,1,"1",2,,,18,
"H2201401","90896177d9ab4f9cb640ed0d26102b68","P22014-002",2,1,1,1,"1",1,,,,
"H2990901","90b85c184def4c549245be28ac8bba6f","P29909-005",3,1,1,1,"2",1,,,,
"H1820402","90c205421b7849048f521c9cade968e2","P18204-003",1,1,1,1,"2",1,,,,
"H2970203","90c75424a23346068b9c69082194b2b2","P29702-004",1,1,1,1,"2",1,,,,
"H2620401","90cef1cd17c74e4aba6b4badd52a8284","P26204-002",2,1,2,1,"1",1,,,,
"H0681001","910f2add18b544f6964a30727479467a","P06810-002",1,1,3,,,,1,2,18,"20"
"H1430202","9120019c770b41bb84ace09dbd0887bb","P14302-011",2,1,1,1,"1",1,,,,
"H1490302","912e7827f70b4ff4870e7677f0efd5e8","P14903-013",2,1,2,1,"1",1,,,,
"H3100101","9147bc2f6725476eaa4bd9e36e701e80","P31001-002",2,1,1,1,"1",1,,,,
"H3100101","9147bc2f6725476eaa4bd9e36e701e80","P31001-003",3,2,,,,,,,,
"H4001001","91a23141d8fd423b8c4baae8f0b31605","P40010-001",1,1,3,,,,3,,,
"H3590101","91a808c38a6b4b218286b818be0574fc","P35901-002",2,2,,,,,,,,
"H2961001","91ad5095e39148498002c6e1881212f5","P29610-002",2,1,1,1,"1",1,,,,
"H3000801","91d5b6d564f54d60ad368b379eabd0c7","P30008-003",3,2,,,,,,,,
"H3000801","91d5b6d564f54d60ad368b379eabd0c7","P30008-002",2,2,,,,,,,,
"H3000801","91d5b6d564f54d60ad368b379eabd0c7","P30008-011",9,2,,,,,,,,
"H4200101","91d6755d336d4fd0abe7eb483faa423a","P42001-002",2,1,1,1,"1",1,,,,
"H4200101","91d6755d336d4fd0abe7eb483faa423a","P42001-005",5,1,3,,,,3,,,
"H1270801","91e617af4db540cea7459ac0c20adab8","P12708-003",3,2,,,,,,,,
"H3640402","923f4bc18b3a42239cc0f71ed72ef092","P36404-002",2,1,1,1,"1",2,,,20,
"H2341201","924dae4582ab4da381f6f9fcec82c556","P23412-002",1,1,1,1,"6",2,,,20,
"H0860202","925b4fdaa3a94f728baf1542d5bd409b",,10,1,1,2,,2,,,16,
"H2061004","92788551b8104147bea89eb3f69fa327","P20610-034",2,1,1,1,"1",1,,,,
"H0640801","92b4cbaaa3de42e4ae35626f7cbcefd7","P06408-001",1,1,1,1,"2",2,,,18,
"H4130901","92cf666c0c934b2ebbd48bbdb0bd28f2","P41309-002",2,1,1,1,"1",1,,,,
"H4280201","92e30209b31c4ab3b1c932b133d4b3b1",,4,1,2,1,"3",1,,,,
"H3601002","92e805f310474bd583cd464cc548c1b4",,10,1,2,1,"1",1,,,,
"H3930301","9303f456a1ed4c78b4c9a05b5ec5e510","P39303-002",2,1,3,,,,3,,,
"95","9307472cfa3848d3873b346424a94ed2",,2,1,1,1,"1",1,,,,
"21","931a5da052ec43369771a3b3cdfc5a5c",,2,1,1,1,"1",1,,,,
"H0631001","932411dfa35a404c9d6fa18ea27b115c",,3,2,,,,,,,,
"H0631001","932411dfa35a404c9d6fa18ea27b115c",,2,2,,,,,,,,
"H0631001","932411dfa35a404c9d6fa18ea27b115c",,1,1,1,1,"7",1,,,,
"H3600701","936d6d229b9641ba89137abdfe501bf0","P36007-002",2,1,1,1,"1",1,,,,
"H2960601","93711ca510774f57ac25d23db71c9832","P29606-005",3,2,,,,,,,,
"H0851002","93a742a3c3784e479a3f08c81bc079bc","P08510-014",6,2,,,,,,,,
"H0851002","93a742a3c3784e479a3f08c81bc079bc","P08510-016",8,2,,,,,,,,
"H2200601","940eea86ddac4bf6b37255a9a3f61d5a","P22006-003",3,1,3,,,,3,,,
"H2200601","940eea86ddac4bf6b37255a9a3f61d5a","P22006-002",2,1,1,1,"1",1,,,,
"H3591001","942067d8a7de4ed68124024723fddf6c","P35910-002",2,1,1,1,"1",1,,,,
"H3591001","942067d8a7de4ed68124024723fddf6c","P35910-004",4,2,,,,,,,,
"H1641001","9467dbc180ae48b7a9a634766d5f6a06","P16410-001",1,1,3,,,,2,3,19,"21"
"H3460801","94c8d04cba6547ab91547122f017c835","P34608-002",2,1,1,1,"1",1,,,,
"H2020202","94e123b0b04f4912b83bc27cd74861bd","P20202-007",1,1,1,1,"2",1,,,,
"H1900401","94e6a25eca10407abdafce6da5066ea9","P19004-002",2,1,1,1,"1",1,,,,
"H1900401","94e6a25eca10407abdafce6da5066ea9",,3,1,3,,,,1,3,17,"19"
"H2360103","94e8ed175d33448980a4664083b25c4c","P23601-004",1,1,1,1,"2",1,,,,
"H2020401","94f9d918212a4e42a9acda10a389db9a",,2,1,3,,,,1,2,15,"18"
"H3690201","94fe8b7d63524f1294468b62ca211148","P36902-004",3,1,3,,,,3,,,
"H3690201","94fe8b7d63524f1294468b62ca211148",,5,2,,,,,,,,
"H2311001","950f795e94c446529cc9776e1f1c7aa6","P23110-002",2,1,1,1,"1",1,,,,
"H1250901","95273ec43706465d82378855f0c61ac5",,1,1,1,1,"14",1,,,,
"H3990601","952915b13afe42e09666a7166b950f9b","P39906-004",3,2,,,,,,,,
"H3990601","952915b13afe42e09666a7166b950f9b",,8,1,3,,,,2,3,17,"25"
"H3990601","952915b13afe42e09666a7166b950f9b","P39906-002",2,1,1,1,"1",1,,,,
"H1440201","953275e458a64cf284b90cceb337d067",,4,2,,,,,,,,
"H3570401","9536c0751c8343c7817c051841780832","P35704-002",2,1,1,1,"1",1,,,,
"H3090501","95447f41f0214fd59b816b0daac513a3","P30905-002",2,1,1,1,"1",2,,,15,
"H3090501","95447f41f0214fd59b816b0daac513a3","P30905-006",4,2,,,,,,,,
"H1310301","9577e263d2da4321be0d17643d1e75a9","P13103-017",7,2,,,,,,,,
"H1310301","9577e263d2da4321be0d17643d1e75a9",,14,2,,,,,,,,
"H1310301","9577e263d2da4321be0d17643d1e75a9",,9,1,1,2,,1,,,,
"H1261101","958a368fa116418996e7711693042b45","P12611-002",2,1,2,1,"1",1,,,,
"H3570201","95ecd3ff77734bfbae4dfd5d7f984ff2","P35702-011",6,1,3,,,,3,,,
"H0961301","95f27385361b4ae68e7030076d889a87","P09613-002",2,1,2,1,"1",1,,,,
"H3080901","961acc2528504c18a9d30e4cf5e45087","P30809-003",3,1,2,2,,1,,,,
"H3080901","961acc2528504c18a9d30e4cf5e45087","P30809-007",5,2,,,,,,,,
"H1880602","963bfcc2b02640c4ae713d12f01eb2ab","P18806-017",1,1,1,1,"2",2,,,15,
"H2650901","9667f85b9b2c47129792d5848c182b3b","P26509-005",4,1,2,2,,1,,,,
"H2650901","9667f85b9b2c47129792d5848c182b3b","P26509-013",13,2,,,,,,,,
"H0490301","966a8173a1d94b69adb26e8064ee7f87","P04903-002",2,1,1,1,"1",2,,,15,
"H0490301","966a8173a1d94b69adb26e8064ee7f87","P04903-006",6,1,3,,,,3,,,
"H3380801","96aa0100b13346adac0d328701bcbf35","P33808-005",5,1,3,,,,3,,,
"H1630203","96b5e72b181245258379a42eae31581b","P16302-003",1,1,1,1,"2",1,,,,
"H1200805","96be321f17d74fe8b29ee5d36ab5ac2d",,2,1,1,1,"-999999999",1,,,,
"H3510401","96ccd06ae58743748ddf9498fd5144d5",,8,1,3,,,,3,,,
"H2881001","96d31abd5b6c4d20b1187928bdc1a085","P28810-004",4,1,3,,,,3,,,
"H2881001","96d31abd5b6c4d20b1187928bdc1a085","P28810-005",5,2,,,,,,,,
"H2881001","96d31abd5b6c4d20b1187928bdc1a085","P28810-002",2,2,,,,,,,,
"H1080702","970500789c8e4bc1a146547813053f14","P10807-004",1,1,2,1,"2",1,,,,
"H2600903","9750338ef8b046539b5bdbcbfb264f39","P26009-002",2,1,2,1,"1",1,,,,
"H0491201","9761754db1804372bee3f6e6182c0c8b",,1,1,2,1,"8",1,,,,
"H0491201","9761754db1804372bee3f6e6182c0c8b",,2,1,3,,,,3,,,
"H1830107","976f4955f15648ec8316df40f7872b46","P18301-007",1,1,3,,,,3,,,
"H1830107","976f4955f15648ec8316df40f7872b46","P18301-050",6,1,1,1,"5",1,,,,
"H2641103","97af4a6c6a314ca1aafde9deb5c54d53",,5,1,2,1,"1",2,,,18,
"H2480501","97b6abc54c7b4163b70a45c8750081ac","P24805-002",2,1,2,1,"1",2,,,18,
"H4270901","97dbb65730814c03b57d13186021dcad","P42709-004",4,1,3,,,,3,,,
"H4270901","97dbb65730814c03b57d13186021dcad","P42709-006",6,1,3,,,,3,,,
"H4270901","97dbb65730814c03b57d13186021dcad","P42709-002",2,1,1,1,"1",1,,,,
"H4270901","97dbb65730814c03b57d13186021dcad","P42709-005",5,1,3,,,,3,,,
"H1491001","98014e07486c4f7887d1afb8546919fc","P14910-002",2,1,1,1,"1",1,,,,
"H3600401","9834be0072104008a2788b64689b3bd5","P36004-002",2,1,2,1,"1",1,,,,
"H3850201","9838ce15202749c097e3ca42074a4827","P38502-001",1,1,3,,,,1,1,18,"17"
"H3850201","9838ce15202749c097e3ca42074a4827","P38502-005",5,1,3,,,,3,,,
"H4090901","985285397472481280d90ed22eb0a905",,3,1,1,1,"1",1,,,,
"H1320501","9871dbdcec2343c685be4cceea0015f9","P13205-015",8,1,1,1,"1",1,,,,
"H2050401","9872c28b44874ff485c15ca9aa7888db",,3,1,3,,,,3,,,
"H2620201","987cf05707f24064abe69ffe2302bbdb","P26202-001",1,2,,,,,,,,
"H2620201","987cf05707f24064abe69ffe2302bbdb","P26202-003",3,2,,,,,,,,
"H2620201","987cf05707f24064abe69ffe2302bbdb","P26202-002",2,1,3,,,,3,,,
"H1750601","98d7be5875cc465793007537c354ecf8","P17506-009",7,1,1,1,"1",1,,,,
"H1750601","98d7be5875cc465793007537c354ecf8","P17506-006",4,2,,,,,,,,
"H3840401","993244dcd47c4a5193c160a2532f80a4",,5,1,1,2,,1,,,,
"H1270902","994a67318ceb45688e8f485e9ff734ac",,5,2,,,,,,,,
"H1880201","997bebcc6d544fde988186b37619a51d","P18802-005",5,1,3,,,,3,,,
"H4100702","998ffb7288e84627818daae648b16a38","P41007-006",2,2,,,,,,,,
"H4100702","998ffb7288e84627818daae648b16a38","P41007-003",1,1,2,1,"3",1,,,,
"H4140401","999fad39eecf4a9f9b3372cdba1e52d9","P41404-001",1,1,1,2,,2,,,18,
"H0720801","99f7629ee696416a8316b904812a0fc2","P07208-012",3,1,3,,,,3,,,
"H4270501","9a0c48d484524e86bf68350ef4755aac","P42705-002",2,1,1,1,"1",1,,,,
"H2950901","9a2ac8bf9cb042a190359588cd94f844","P29509-003",3,1,3,,,,3,,,
"H2451001","9a4d875c9ee44d4a896da75f6abb5923","P24510-009",7,1,3,,,,3,,,
"H2451001","9a4d875c9ee44d4a896da75f6abb5923","P24510-010",8,1,3,,,,3,,,
"H2451001","9a4d875c9ee44d4a896da75f6abb5923","P24510-003",3,1,1,1,"2",1,,,,
"H1750201","9a93a517962a4820a69dbd6efd7a29d7","P17502-002",2,2,,,,,,,,
"H1750201","9a93a517962a4820a69dbd6efd7a29d7","P17502-001",1,1,1,1,"3",1,,,,
"H0500702","9ae20eb2a8dd4dff938e0dc888e26a4c",,2,1,3,,,,3,,,
"H2920701","9ae7f786d88c4e34a271a714c1d74f11","P29207-001",1,1,3,,,,3,,,
"H3740901","9aea58f72c1c428d8ce3ef2250967bbf","P37409-002",2,2,,,,,,,,
"H3760701","9af98578a02940a38c642fc32c1e5a8d","P37607-001",1,1,1,1,"2",2,,,22,
"H3520802","9afc9d8cadc54af0b4da94f33ec8ec62","P35208-011",3,2,,,,,,,,
"H1430502","9b2853a3791142088c41ddd6a75bfe4a",,2,1,1,1,"1",1,,,,
"H3520401","9b62071dbf52498788acff1189ebeee4",,9,2,,,,,,,,
"H1300603","9b81afb9f2314aceaf0a79c60a3452ac","P13006-009",2,1,2,1,"1",1,,,,
"H3210801","9b91d76f77fd43f58e3e620645139638","P32108-002",2,1,2,1,"1",2,,,18,
"H3210801","9b91d76f77fd43f58e3e620645139638","P32108-003",3,2,,,,,,,,
"H2780302","9babf157fcb041638177281acc8dbc0d","P27803-010",2,1,1,1,"1",1,,,,
"H4070901","9bb9a860c98146e5a6addfd5674b75c9","P40709-003",3,2,,,,,,,,
"H1400404","9bbceb52edd64161a52fd6228b646fb0","P14004-024",3,2,,,,,,,,
"H1400404","9bbceb52edd64161a52fd6228b646fb0","P14004-013",4,1,2,1,"7",2,,,20,
"H3570501","9c013f19e5c6481ab56acc781b12fe14","P35705-002",2,1,1,1,"1",1,,,,
"3","9c16760b26414b76b545285a17fc3e69",,2,2,,,,,,,,
"H2710201","9c286b18f3eb44478ae06d4cf5561f48","P27102-004",4,2,,,,,,,,
"H2710201","9c286b18f3eb44478ae06d4cf5561f48","P27102-002",2,1,3,,,,3,,,
"H2710201","9c286b18f3eb44478ae06d4cf5561f48","P27102-003",3,1,3,,,,3,,,
"H3040401","9c3936df41154477ac5fe6528824da14","P30404-009",8,1,3,,,,3,,,
"H4241001","9c4579913fce4da484e894cb5f012271","P42410-003",2,1,1,1,"1",1,,,,
"H2980302","9c46a867c52748f19dd83e517d003c53","P29803-002",2,1,1,1,"1",1,,,,
"H1910301","9cabf211777e4cbfa5456fedd778da23","P19103-002",2,1,1,1,"1",1,,,,
"H1910301","9cabf211777e4cbfa5456fedd778da23","P19103-005",5,1,3,,,,3,,,
"H0631003","9cc5c5339a2c4cd1821bd426961a953b","P06310-014",2,1,1,1,"1",1,,,,
"H4160401","9cf16a409d6a44b892888433b4a0ea05","P41604-006",5,2,,,,,,,,
"H4160401","9cf16a409d6a44b892888433b4a0ea05","P41604-003",2,2,,,,,,,,
"H0530503","9d195c87e2a247d5adc67bae49b9541b","P05305-039",2,2,,,,,,,,
"H2450601","9d197e937dc442869b152f2306ff11db","P24506-009",2,1,1,1,"1",1,,,,
"H2540202","9d1fd0283ee04074aee8479abef13e53",,1,1,2,1,"5",1,,,,
"H1880402","9d24c59a50ad4b32ae80ad357f7f7345","P18804-002",3,1,1,1,"2",1,,,,
"H1430203","9d32794676c248ddaaa4c3fc8a35520b",,8,1,1,1,"4",1,,,,
"H2450202","9d5b25e96591491c8c1d7f2663eac9b7","P24502-006",1,1,1,2,,1,,,,
"H0880601","9d63b4a45c4741de9281b3d84a498e69","P08806-002",2,1,1,1,"1",1,,,,
"H0880601","9d63b4a45c4741de9281b3d84a498e69","P08806-006",5,1,3,,,,3,,,
"H0880601","9d63b4a45c4741de9281b3d84a498e69","P08806-005",4,1,3,,,,3,,,
"H3030701","9d8877f75f884c07b986675713fdbc8c","P30307-004",4,2,,,,,,,,
"H3880401","9da0ba5c27434920b78b640746915804","P38804-004",4,2,,,,,,,,
"H3880401","9da0ba5c27434920b78b640746915804","P38804-005",5,1,3,,,,3,,,
"H3880401","9da0ba5c27434920b78b640746915804","P38804-007",7,1,3,,,,3,,,
"H3880401","9da0ba5c27434920b78b640746915804","P38804-002",2,1,1,1,"1",1,,,,
"H2460502","9dab23b69a8f448c8d4054876d154504",,2,1,1,1,"1",1,,,,
"H4250501","9df7bb9d8fd9495ca00fefc9ec47885e",,2,1,3,,,,3,,,
"H4250501","9df7bb9d8fd9495ca00fefc9ec47885e",,1,1,2,1,"6",1,,,,
"H2170301","9e00c359face4e8db1d5f6e6585bf4e7","P21703-003",3,2,,,,,,,,
"H3440601","9e05b101a3374914b89e82c013b9612d",,13,1,1,1,"1",2,,,18,
"H3691001","9e3b3a9be40b4ce2af57aabcfb6929ec",,3,1,3,,,,3,,,
"H3691001","9e3b3a9be40b4ce2af57aabcfb6929ec",,2,1,1,1,"1",2,,,25,
"H1970203","9e4872bedbaa45c68a52a3433884f7c0","P19702-015",3,1,3,,,,3,,,
"H1970203","9e4872bedbaa45c68a52a3433884f7c0","P19702-017",5,2,,,,,,,,
"H1970203","9e4872bedbaa45c68a52a3433884f7c0",,11,1,3,,,,1,3,18,"24"
"H1970203","9e4872bedbaa45c68a52a3433884f7c0","P19702-016",4,2,,,,,,,,
"H1680903","9e927e1d7fb84c2c969316100a479ceb","P16809-002",2,1,2,1,"1",1,,,,
"H3540602","9e9aef5a8bf34e899b1eeee519563de3","P35406-001",1,2,,,,,,,,
"H4240701","9eb4f05d011b4600865313be18e7c426","P42407-006",5,2,,,,,,,,
"H4240701","9eb4f05d011b4600865313be18e7c426","P42407-002",2,1,1,1,"1",1,,,,
"H2460301","9ec342f4c8994bbd8469be0601269b62","P24603-003",2,1,2,2,,1,,,,
"H2460301","9ec342f4c8994bbd8469be0601269b62","P24603-002",1,1,3,,,,1,1,19,"22"
"H1680801","9ece9562c1914c98b12227fde399020c","P16808-002",2,1,3,,,,3,,,
"H1680801","9ece9562c1914c98b12227fde399020c","P16808-001",1,1,1,2,,1,,,,
"H2340601","9ede9c1b174644b29ae79b85c41661bd","P23406-001",1,1,3,,,,1,1,19,"23"
"H1180401","9efe1cf26ca94f2fa93372acad13f008","P11804-002",2,1,1,1,"1",1,,,,
"H1180401","9efe1cf26ca94f2fa93372acad13f008","P11804-009",9,2,,,,,,,,
"H1180401","9efe1cf26ca94f2fa93372acad13f008","P11804-004",4,1,3,,,,3,,,
"H4000401","9f7baf58a8494ec5aa35ffe6a6e6d055","P40004-002",2,1,1,1,"1",1,,,,
"H3730701","9f94f55869ef4aeeb2b38723803c22f6",,7,1,1,2,,1,,,,
"H0950401","9f9de503f33d4f40bfe0a2fc2d27f481","P09504-001",1,1,1,1,"5",1,,,,
"H3700401","9fa8226062fc4570aad60bca7599f88f",,7,2,,,,,,,,
"H3700401","9fa8226062fc4570aad60bca7599f88f","P37004-002",2,1,1,1,"1",1,,,,
"H2480202","9fb648365c13485396bbbfa82e5fc85d",,10,2,,,,,,,,
"H2480202","9fb648365c13485396bbbfa82e5fc85d","P24802-018",7,1,1,1,"3",1,,,,
"H4050101","9fd55f084f264a2ba1a0de2752b91626","P40501-002",2,1,1,1,"1",1,,,,
