"t0_hhid","hhid","s10q13","s10q15a","s10q15b","s10q15c","s10q16","s10q17a","s10q17b","s10q17c","s10q14"
,"3998acf0b37541a696331ea9c0a49b44",5,,,,,,,,2
,"3998acf0b37541a696331ea9c0a49b44",6,,,,,,,,2
,"3998acf0b37541a696331ea9c0a49b44",8,,,,,,,,2
,"39a269be347c444eb248f324f09fc9a5",2,,,,,,,,2
,"39a269be347c444eb248f324f09fc9a5",3,,,,,,,,2
,"39a269be347c444eb248f324f09fc9a5",4,,,,,,,,2
,"39a269be347c444eb248f324f09fc9a5",5,,,,,,,,2
,"39a269be347c444eb248f324f09fc9a5",6,,,,,,,,2
,"39a269be347c444eb248f324f09fc9a5",7,,,,,,,,2
,"39a269be347c444eb248f324f09fc9a5",8,,,,,,,,2
,"39cbe00bed7a4341bc8348f55423bfbe",1,,,,,,,,2
,"39cbe00bed7a4341bc8348f55423bfbe",2,,,,,,,,2
,"39cbe00bed7a4341bc8348f55423bfbe",3,,,,,,,,2
,"39cbe00bed7a4341bc8348f55423bfbe",4,,,,,,,,2
,"39cbe00bed7a4341bc8348f55423bfbe",6,,,,,,,,2
,"39cbe00bed7a4341bc8348f55423bfbe",7,,,,,,,,2
,"39cee976f2a74b2f8889a2e1ce75071f",1,,,,,,,,2
,"39cee976f2a74b2f8889a2e1ce75071f",2,,,,,,,,2
,"39cee976f2a74b2f8889a2e1ce75071f",3,,,,,,,,2
,"39cee976f2a74b2f8889a2e1ce75071f",4,,,,,,,,2
,"39cee976f2a74b2f8889a2e1ce75071f",5,,,,,,,,2
,"39cee976f2a74b2f8889a2e1ce75071f",7,,,,,,,,2
,"39dad293f52d4c3294f0b1ca697ede00",2,,,,,,,,2
,"39dad293f52d4c3294f0b1ca697ede00",3,,,,,,,,2
,"39dad293f52d4c3294f0b1ca697ede00",4,,,,,,,,2
,"39dad293f52d4c3294f0b1ca697ede00",5,,,,,,,,2
,"39dad293f52d4c3294f0b1ca697ede00",6,,,,,,,,2
,"39dad293f52d4c3294f0b1ca697ede00",8,,,,,,,,2
,"39e0390acf4e4a9ab1afebf87d1caf72",2,,,,,,,,2
,"39e0390acf4e4a9ab1afebf87d1caf72",3,,,,,,,,2
,"39e0390acf4e4a9ab1afebf87d1caf72",5,,,,,,,,2
,"39e0390acf4e4a9ab1afebf87d1caf72",6,,,,,,,,2
,"39e0390acf4e4a9ab1afebf87d1caf72",7,,,,,,,,2
,"39e0390acf4e4a9ab1afebf87d1caf72",8,,,,,,,,2
,"39ec9b23a35f43228f8de99fd28eb281",2,,,,,,,,2
,"39ec9b23a35f43228f8de99fd28eb281",4,,,,,,,,2
,"39ec9b23a35f43228f8de99fd28eb281",5,,,,,,,,2
,"39ec9b23a35f43228f8de99fd28eb281",6,,,,,,,,2
,"39ec9b23a35f43228f8de99fd28eb281",8,,,,,,,,2
,"39fffc7e84ed4f3199acc6c112eb51a1",2,,,,,,,,2
,"39fffc7e84ed4f3199acc6c112eb51a1",3,,,,,,,,2
,"39fffc7e84ed4f3199acc6c112eb51a1",5,,,,,,,,2
,"39fffc7e84ed4f3199acc6c112eb51a1",6,,,,,,,,2
,"39fffc7e84ed4f3199acc6c112eb51a1",7,,,,,,,,2
,"39fffc7e84ed4f3199acc6c112eb51a1",8,,,,,,,,2
,"3a0b8d6cdee24c1998f7763da49e06ca",2,,,,,,,,2
,"3a0b8d6cdee24c1998f7763da49e06ca",3,,,,,,,,2
,"3a0b8d6cdee24c1998f7763da49e06ca",4,,,,,,,,2
,"3a0b8d6cdee24c1998f7763da49e06ca",5,,,,,,,,2
,"3a0b8d6cdee24c1998f7763da49e06ca",6,,,,,,,,2
,"3a0b8d6cdee24c1998f7763da49e06ca",7,,,,,,,,2
,"3a0b8d6cdee24c1998f7763da49e06ca",8,,,,,,,,2
,"3a1ce0010d774561bbc4052314eb7168",2,,,,,,,,2
,"3a1ce0010d774561bbc4052314eb7168",3,,,,,,,,2
,"3a1ce0010d774561bbc4052314eb7168",4,,,,,,,,2
,"3a1ce0010d774561bbc4052314eb7168",5,,,,,,,,2
,"3a1ce0010d774561bbc4052314eb7168",6,,,,,,,,2
,"3a1ce0010d774561bbc4052314eb7168",8,,,,,,,,2
,"3a5ff7fbc4804c359b81467f3ce2949f",2,,,,,,,,2
,"3a5ff7fbc4804c359b81467f3ce2949f",4,,,,,,,,2
,"3a5ff7fbc4804c359b81467f3ce2949f",5,,,,,,,,2
,"3a5ff7fbc4804c359b81467f3ce2949f",6,,,,,,,,2
,"3a5ff7fbc4804c359b81467f3ce2949f",8,,,,,,,,2
,"3a65779f731b448e8d12f09bb29ba1da",2,,,,,,,,2
,"3a65779f731b448e8d12f09bb29ba1da",3,,,,,,,,2
,"3a65779f731b448e8d12f09bb29ba1da",4,,,,,,,,2
,"3a65779f731b448e8d12f09bb29ba1da",5,,,,,,,,2
,"3a65779f731b448e8d12f09bb29ba1da",6,,,,,,,,2
,"3a65779f731b448e8d12f09bb29ba1da",8,,,,,,,,2
,"3a79d4174ebf43b4b783108f54d0231b",1,,,,,,,,2
,"3a79d4174ebf43b4b783108f54d0231b",2,,,,,,,,2
,"3a79d4174ebf43b4b783108f54d0231b",3,,,,,,,,2
,"3a79d4174ebf43b4b783108f54d0231b",4,,,,,,,,2
,"3a79d4174ebf43b4b783108f54d0231b",5,,,,,,,,2
,"3a79d4174ebf43b4b783108f54d0231b",6,,,,,,,,2
,"3a79d4174ebf43b4b783108f54d0231b",8,,,,,,,,2
,"3a85a7c9c0b9470381a755a04d58867a",2,,,,,,,,2
,"3a85a7c9c0b9470381a755a04d58867a",3,,,,,,,,2
,"3a85a7c9c0b9470381a755a04d58867a",4,,,,,,,,2
,"3a85a7c9c0b9470381a755a04d58867a",5,,,,,,,,2
,"3a85a7c9c0b9470381a755a04d58867a",6,,,,,,,,2
,"3a85a7c9c0b9470381a755a04d58867a",7,,,,,,,,2
,"3a85a7c9c0b9470381a755a04d58867a",8,,,,,,,,2
,"3a89b9c182ff4e90a0e05e12162a5d56",2,,,,,,,,2
,"3a89b9c182ff4e90a0e05e12162a5d56",4,,,,,,,,2
,"3a89b9c182ff4e90a0e05e12162a5d56",5,,,,,,,,2
,"3a89b9c182ff4e90a0e05e12162a5d56",6,,,,,,,,2
,"3a89b9c182ff4e90a0e05e12162a5d56",7,,,,,,,,2
,"3a89b9c182ff4e90a0e05e12162a5d56",8,,,,,,,,2
,"3a8a884f657b4259949ecb88b54d90bd",1,,,,,,,,2
,"3a8a884f657b4259949ecb88b54d90bd",2,,,,,,,,2
,"3a8a884f657b4259949ecb88b54d90bd",3,,,,,,,,2
,"3a8a884f657b4259949ecb88b54d90bd",4,,,,,,,,2
,"3a8a884f657b4259949ecb88b54d90bd",5,,,,,,,,2
,"3a8a884f657b4259949ecb88b54d90bd",7,,,,,,,,2
,"3aa5e5cbfb294633b2b4c167e0c4dfa1",2,,,,,,,,2
,"3aa5e5cbfb294633b2b4c167e0c4dfa1",3,,,,,,,,2
,"3aa5e5cbfb294633b2b4c167e0c4dfa1",4,,,,,,,,2
,"3aa5e5cbfb294633b2b4c167e0c4dfa1",5,,,,,,,,2
,"3aa5e5cbfb294633b2b4c167e0c4dfa1",6,,,,,,,,2
,"3aa5e5cbfb294633b2b4c167e0c4dfa1",7,,,,,,,,2
,"3aa5e5cbfb294633b2b4c167e0c4dfa1",8,,,,,,,,2
,"3aa9eeb35ab44e60ac6dfc06d73e7f6e",2,,,,,,,,2
,"3aa9eeb35ab44e60ac6dfc06d73e7f6e",5,,,,,,,,2
,"3aa9eeb35ab44e60ac6dfc06d73e7f6e",6,,,,,,,,2
,"3aa9eeb35ab44e60ac6dfc06d73e7f6e",7,,,,,,,,2
,"3aa9eeb35ab44e60ac6dfc06d73e7f6e",8,,,,,,,,2
,"3acf3cc20c914c759c2d9c528bc0fb10",2,,,,,,,,2
,"3acf3cc20c914c759c2d9c528bc0fb10",3,,,,,,,,2
,"3acf3cc20c914c759c2d9c528bc0fb10",4,,,,,,,,2
,"3acf3cc20c914c759c2d9c528bc0fb10",5,,,,,,,,2
,"3acf3cc20c914c759c2d9c528bc0fb10",6,,,,,,,,2
,"3acf3cc20c914c759c2d9c528bc0fb10",7,,,,,,,,2
,"3acf3cc20c914c759c2d9c528bc0fb10",8,,,,,,,,2
,"3ae571b7c98e458b98d95c7e05887106",2,,,,,,,,2
,"3ae571b7c98e458b98d95c7e05887106",3,,,,,,,,2
,"3ae571b7c98e458b98d95c7e05887106",4,,,,,,,,2
,"3ae571b7c98e458b98d95c7e05887106",5,,,,,,,,2
,"3ae571b7c98e458b98d95c7e05887106",8,,,,,,,,2
,"3aec7ecba43443989a75d1c3fd5463e7",1,,,,,,,,2
,"3aec7ecba43443989a75d1c3fd5463e7",2,,,,,,,,2
,"3aec7ecba43443989a75d1c3fd5463e7",3,,,,,,,,2
,"3aec7ecba43443989a75d1c3fd5463e7",4,,,,,,,,2
,"3aec7ecba43443989a75d1c3fd5463e7",5,,,,,,,,2
,"3aec7ecba43443989a75d1c3fd5463e7",7,,,,,,,,2
,"3af1dbbc2d334e91b1857faade90d0b1",2,,,,,,,,2
,"3af1dbbc2d334e91b1857faade90d0b1",3,,,,,,,,2
,"3af1dbbc2d334e91b1857faade90d0b1",4,,,,,,,,2
,"3af1dbbc2d334e91b1857faade90d0b1",5,,,,,,,,2
,"3af1dbbc2d334e91b1857faade90d0b1",6,,,,,,,,2
,"3af1dbbc2d334e91b1857faade90d0b1",8,,,,,,,,2
,"3af922a9250b403a98d7efce390bb840",2,,,,,,,,2
,"3af922a9250b403a98d7efce390bb840",3,,,,,,,,2
,"3af922a9250b403a98d7efce390bb840",4,,,,,,,,2
,"3af922a9250b403a98d7efce390bb840",5,,,,,,,,2
,"3af922a9250b403a98d7efce390bb840",6,,,,,,,,2
,"3af922a9250b403a98d7efce390bb840",8,,,,,,,,2
,"3b27db69024a47d190143404f18a0cdc",2,,,,,,,,2
,"3b27db69024a47d190143404f18a0cdc",3,,,,,,,,2
,"3b27db69024a47d190143404f18a0cdc",5,,,,,,,,2
,"3b27db69024a47d190143404f18a0cdc",6,,,,,,,,2
,"3b27db69024a47d190143404f18a0cdc",7,,,,,,,,2
,"3b27db69024a47d190143404f18a0cdc",8,,,,,,,,2
,"3b2a70b945384a5d894209539f276fa0",2,,,,,,,,2
,"3b2a70b945384a5d894209539f276fa0",3,,,,,,,,2
,"3b2a70b945384a5d894209539f276fa0",4,,,,,,,,2
,"3b2a70b945384a5d894209539f276fa0",5,,,,,,,,2
,"3b2a70b945384a5d894209539f276fa0",6,,,,,,,,2
,"3b2a70b945384a5d894209539f276fa0",7,,,,,,,,2
,"3b2a70b945384a5d894209539f276fa0",8,,,,,,,,2
,"3b397feb66ff42889dc28f84addf597b",1,,,,,,,,2
,"3b397feb66ff42889dc28f84addf597b",2,,,,,,,,2
,"3b397feb66ff42889dc28f84addf597b",3,,,,,,,,2
,"3b397feb66ff42889dc28f84addf597b",4,,,,,,,,2
,"3b397feb66ff42889dc28f84addf597b",5,,,,,,,,2
,"3b397feb66ff42889dc28f84addf597b",7,,,,,,,,2
,"3b397feb66ff42889dc28f84addf597b",8,,,,,,,,2
,"3b469b3a994f4617aaf0ec64d1483140",2,,,,,,,,2
,"3b469b3a994f4617aaf0ec64d1483140",4,,,,,,,,2
,"3b469b3a994f4617aaf0ec64d1483140",5,,,,,,,,2
,"3b469b3a994f4617aaf0ec64d1483140",6,,,,,,,,2
,"3b469b3a994f4617aaf0ec64d1483140",8,,,,,,,,2
,"3b4c9e74213b4746ab743a45cbdec108",2,,,,,,,,2
,"3b4c9e74213b4746ab743a45cbdec108",3,,,,,,,,2
,"3b4c9e74213b4746ab743a45cbdec108",5,,,,,,,,2
,"3b4c9e74213b4746ab743a45cbdec108",6,,,,,,,,2
,"3b4c9e74213b4746ab743a45cbdec108",7,,,,,,,,2
,"3b4c9e74213b4746ab743a45cbdec108",8,,,,,,,,2
,"3b657795912345dc92979b423193b066",2,,,,,,,,2
,"3b657795912345dc92979b423193b066",4,,,,,,,,2
,"3b657795912345dc92979b423193b066",5,,,,,,,,2
,"3b657795912345dc92979b423193b066",6,,,,,,,,2
,"3b657795912345dc92979b423193b066",8,,,,,,,,2
,"3b73d33d086b4a2696d2210477d9c427",1,,,,,,,,2
,"3b73d33d086b4a2696d2210477d9c427",2,,,,,,,,2
,"3b73d33d086b4a2696d2210477d9c427",3,,,,,,,,2
,"3b73d33d086b4a2696d2210477d9c427",4,,,,,,,,2
,"3b73d33d086b4a2696d2210477d9c427",5,,,,,,,,2
,"3b73d33d086b4a2696d2210477d9c427",7,,,,,,,,2
,"3b771e3b521147a78aabfe4f41a1ce88",2,,,,,,,,2
,"3b771e3b521147a78aabfe4f41a1ce88",3,,,,,,,,2
,"3b771e3b521147a78aabfe4f41a1ce88",5,,,,,,,,2
,"3b771e3b521147a78aabfe4f41a1ce88",6,,,,,,,,2
,"3b771e3b521147a78aabfe4f41a1ce88",7,,,,,,,,2
,"3b771e3b521147a78aabfe4f41a1ce88",8,,,,,,,,2
,"3b773b98c3ad4c6ebd4e1ea8a03c1fc2",1,,,,,,,,2
,"3b773b98c3ad4c6ebd4e1ea8a03c1fc2",2,,,,,,,,2
,"3b773b98c3ad4c6ebd4e1ea8a03c1fc2",3,,,,,,,,2
,"3b773b98c3ad4c6ebd4e1ea8a03c1fc2",4,,,,,,,,2
,"3b773b98c3ad4c6ebd4e1ea8a03c1fc2",5,,,,,,,,2
,"3b773b98c3ad4c6ebd4e1ea8a03c1fc2",7,,,,,,,,2
,"3b7afc735dd7443cbf62384ac0da9184",2,,,,,,,,2
,"3b7afc735dd7443cbf62384ac0da9184",3,,,,,,,,2
,"3b7afc735dd7443cbf62384ac0da9184",4,,,,,,,,2
,"3b7afc735dd7443cbf62384ac0da9184",5,,,,,,,,2
,"3b7afc735dd7443cbf62384ac0da9184",7,,,,,,,,2
,"3b7afc735dd7443cbf62384ac0da9184",8,,,,,,,,2
,"3b8bcb63695846fb8f842e485a129d7a",2,,,,,,,,2
,"3b8bcb63695846fb8f842e485a129d7a",3,,,,,,,,2
,"3b8bcb63695846fb8f842e485a129d7a",4,,,,,,,,2
,"3b8bcb63695846fb8f842e485a129d7a",5,,,,,,,,2
,"3b8bcb63695846fb8f842e485a129d7a",6,,,,,,,,2
,"3b8bcb63695846fb8f842e485a129d7a",7,,,,,,,,2
,"3b8bcb63695846fb8f842e485a129d7a",8,,,,,,,,2
,"3baf50e92b894c2ea14fc2c34b4a020a",2,,,,,,,,2
,"3baf50e92b894c2ea14fc2c34b4a020a",3,,,,,,,,2
,"3baf50e92b894c2ea14fc2c34b4a020a",4,,,,,,,,2
,"3baf50e92b894c2ea14fc2c34b4a020a",5,,,,,,,,2
,"3baf50e92b894c2ea14fc2c34b4a020a",6,,,,,,,,2
,"3baf50e92b894c2ea14fc2c34b4a020a",7,,,,,,,,2
,"3baf50e92b894c2ea14fc2c34b4a020a",8,,,,,,,,2
,"3bb537a34ec14d16bb9f3c8b5d66dd83",2,,,,,,,,2
,"3bb537a34ec14d16bb9f3c8b5d66dd83",5,,,,,,,,2
,"3bb537a34ec14d16bb9f3c8b5d66dd83",6,,,,,,,,2
,"3bb537a34ec14d16bb9f3c8b5d66dd83",7,,,,,,,,2
,"3bb537a34ec14d16bb9f3c8b5d66dd83",8,,,,,,,,2
,"3bd3331e5564403193d4ccbdd898b89a",2,,,,,,,,2
,"3bd3331e5564403193d4ccbdd898b89a",3,,,,,,,,2
,"3bd3331e5564403193d4ccbdd898b89a",5,,,,,,,,2
,"3bd3331e5564403193d4ccbdd898b89a",6,,,,,,,,2
,"3bd3331e5564403193d4ccbdd898b89a",7,,,,,,,,2
,"3bd3331e5564403193d4ccbdd898b89a",8,,,,,,,,2
,"3bdd09d144684fb28754b1454f41fc8c",2,,,,,,,,2
,"3bdd09d144684fb28754b1454f41fc8c",3,,,,,,,,2
,"3bdd09d144684fb28754b1454f41fc8c",4,,,,,,,,2
,"3bdd09d144684fb28754b1454f41fc8c",5,,,,,,,,2
,"3bdd09d144684fb28754b1454f41fc8c",6,,,,,,,,2
,"3bdd09d144684fb28754b1454f41fc8c",8,,,,,,,,2
,"3bf7e6062a9b41c5be8a57d035d4407d",2,,,,,,,,2
,"3bf7e6062a9b41c5be8a57d035d4407d",4,,,,,,,,2
,"3bf7e6062a9b41c5be8a57d035d4407d",5,,,,,,,,2
,"3bf7e6062a9b41c5be8a57d035d4407d",6,,,,,,,,2
,"3bf7e6062a9b41c5be8a57d035d4407d",7,,,,,,,,2
,"3bf7e6062a9b41c5be8a57d035d4407d",8,,,,,,,,2
,"3bfbd631e58c4c448e1cff3de710dfc6",1,,,,,,,,2
,"3bfbd631e58c4c448e1cff3de710dfc6",2,,,,,,,,2
,"3bfbd631e58c4c448e1cff3de710dfc6",3,,,,,,,,2
,"3bfbd631e58c4c448e1cff3de710dfc6",4,,,,,,,,2
,"3bfbd631e58c4c448e1cff3de710dfc6",5,,,,,,,,2
,"3bfbd631e58c4c448e1cff3de710dfc6",7,,,,,,,,2
,"3bfbd631e58c4c448e1cff3de710dfc6",8,,,,,,,,2
,"3c09909a20c54f7e92e202daf8b4831f",2,,,,,,,,2
,"3c09909a20c54f7e92e202daf8b4831f",3,,,,,,,,2
,"3c09909a20c54f7e92e202daf8b4831f",4,,,,,,,,2
,"3c09909a20c54f7e92e202daf8b4831f",5,,,,,,,,2
,"3c09909a20c54f7e92e202daf8b4831f",8,,,,,,,,2
,"3c8ba24344824d54b6c1f0333c65ca86",2,,,,,,,,2
,"3c8ba24344824d54b6c1f0333c65ca86",3,,,,,,,,2
,"3c8ba24344824d54b6c1f0333c65ca86",4,,,,,,,,2
,"3c8ba24344824d54b6c1f0333c65ca86",5,,,,,,,,2
,"3c8ba24344824d54b6c1f0333c65ca86",8,,,,,,,,2
,"3ca1f6cfbb3c4909a72db3ba432a374b",2,,,,,,,,2
,"3ca1f6cfbb3c4909a72db3ba432a374b",3,,,,,,,,2
,"3ca1f6cfbb3c4909a72db3ba432a374b",4,,,,,,,,2
,"3ca1f6cfbb3c4909a72db3ba432a374b",5,,,,,,,,2
,"3ca1f6cfbb3c4909a72db3ba432a374b",6,,,,,,,,2
,"3ca1f6cfbb3c4909a72db3ba432a374b",7,,,,,,,,2
,"3ca1f6cfbb3c4909a72db3ba432a374b",8,,,,,,,,2
,"3cb01afeecc743ea8ccf3e8a7ee4afb3",2,,,,,,,,2
,"3cb01afeecc743ea8ccf3e8a7ee4afb3",3,,,,,,,,2
,"3cb01afeecc743ea8ccf3e8a7ee4afb3",5,,,,,,,,2
,"3cb01afeecc743ea8ccf3e8a7ee4afb3",6,,,,,,,,2
,"3cb01afeecc743ea8ccf3e8a7ee4afb3",7,,,,,,,,2
,"3cb01afeecc743ea8ccf3e8a7ee4afb3",8,,,,,,,,2
,"3cc22fa8718a49e486d06fed5e0fd16b",2,,,,,,,,2
,"3cc22fa8718a49e486d06fed5e0fd16b",3,,,,,,,,2
,"3cc22fa8718a49e486d06fed5e0fd16b",4,,,,,,,,2
,"3cc22fa8718a49e486d06fed5e0fd16b",5,,,,,,,,2
,"3cc22fa8718a49e486d06fed5e0fd16b",6,,,,,,,,2
,"3cc22fa8718a49e486d06fed5e0fd16b",8,,,,,,,,2
,"3cef5a85600440cfa0e9eb58de06be2b",1,,,,,,,,2
,"3cef5a85600440cfa0e9eb58de06be2b",2,,,,,,,,2
,"3cef5a85600440cfa0e9eb58de06be2b",3,,,,,,,,2
,"3cef5a85600440cfa0e9eb58de06be2b",4,,,,,,,,2
,"3cef5a85600440cfa0e9eb58de06be2b",5,,,,,,,,2
,"3cef5a85600440cfa0e9eb58de06be2b",7,,,,,,,,2
,"3cfde9aa232e4385bea03a4dc84275cc",1,,,,,,,,2
,"3cfde9aa232e4385bea03a4dc84275cc",2,,,,,,,,2
,"3cfde9aa232e4385bea03a4dc84275cc",3,,,,,,,,2
,"3cfde9aa232e4385bea03a4dc84275cc",5,,,,,,,,2
,"3cfde9aa232e4385bea03a4dc84275cc",7,,,,,,,,2
,"3d2bf2ca3517452498a4f93b3fa712f1",2,,,,,,,,2
,"3d2bf2ca3517452498a4f93b3fa712f1",3,,,,,,,,2
,"3d2bf2ca3517452498a4f93b3fa712f1",4,,,,,,,,2
,"3d2bf2ca3517452498a4f93b3fa712f1",5,,,,,,,,2
,"3d2bf2ca3517452498a4f93b3fa712f1",6,,,,,,,,2
,"3d2bf2ca3517452498a4f93b3fa712f1",7,,,,,,,,2
,"3d2bf2ca3517452498a4f93b3fa712f1",8,,,,,,,,2
,"3d5c19ea73524c6f9a932a062e0b2b3a",2,,,,,,,,2
,"3d5c19ea73524c6f9a932a062e0b2b3a",3,,,,,,,,2
,"3d5c19ea73524c6f9a932a062e0b2b3a",4,,,,,,,,2
,"3d5c19ea73524c6f9a932a062e0b2b3a",5,,,,,,,,2
,"3d5c19ea73524c6f9a932a062e0b2b3a",6,,,,,,,,2
,"3d5c19ea73524c6f9a932a062e0b2b3a",8,,,,,,,,2
,"3d5fa3f997814abb94a865153a075f97",2,,,,,,,,2
,"3d5fa3f997814abb94a865153a075f97",3,,,,,,,,2
,"3d5fa3f997814abb94a865153a075f97",4,,,,,,,,2
,"3d5fa3f997814abb94a865153a075f97",5,,,,,,,,2
,"3d5fa3f997814abb94a865153a075f97",6,,,,,,,,2
,"3d5fa3f997814abb94a865153a075f97",8,,,,,,,,2
,"3d633012f62f4a1693b032bb87573c1e",2,,,,,,,,2
,"3d633012f62f4a1693b032bb87573c1e",5,,,,,,,,2
,"3d633012f62f4a1693b032bb87573c1e",6,,,,,,,,2
,"3d633012f62f4a1693b032bb87573c1e",7,,,,,,,,2
,"3d633012f62f4a1693b032bb87573c1e",8,,,,,,,,2
,"3d8394fa93964ccf91ca85b0872b63cc",1,,,,,,,,2
,"3d8394fa93964ccf91ca85b0872b63cc",2,,,,,,,,2
,"3d8394fa93964ccf91ca85b0872b63cc",3,,,,,,,,2
,"3d8394fa93964ccf91ca85b0872b63cc",4,,,,,,,,2
,"3d8394fa93964ccf91ca85b0872b63cc",7,,,,,,,,2
,"3d9d0190b459497fae71e64c4fa3ce0f",2,,,,,,,,2
,"3d9d0190b459497fae71e64c4fa3ce0f",4,,,,,,,,2
,"3d9d0190b459497fae71e64c4fa3ce0f",5,,,,,,,,2
,"3d9d0190b459497fae71e64c4fa3ce0f",6,,,,,,,,2
,"3d9d0190b459497fae71e64c4fa3ce0f",7,,,,,,,,2
,"3d9d0190b459497fae71e64c4fa3ce0f",8,,,,,,,,2
,"3dc7ce254b7f40b3b8ad153adf1d07a5",2,,,,,,,,2
,"3dc7ce254b7f40b3b8ad153adf1d07a5",3,,,,,,,,2
,"3dc7ce254b7f40b3b8ad153adf1d07a5",5,,,,,,,,2
,"3dc7ce254b7f40b3b8ad153adf1d07a5",6,,,,,,,,2
,"3dc7ce254b7f40b3b8ad153adf1d07a5",7,,,,,,,,2
,"3dc7ce254b7f40b3b8ad153adf1d07a5",8,,,,,,,,2
,"3dd29de6cc6743fcaf101aeeef9dc8da",2,,,,,,,,2
,"3dd29de6cc6743fcaf101aeeef9dc8da",5,,,,,,,,2
,"3dd29de6cc6743fcaf101aeeef9dc8da",6,,,,,,,,2
,"3dd29de6cc6743fcaf101aeeef9dc8da",8,,,,,,,,2
,"3df98a8d27aa4974918ed1f31a7b906b",1,,,,,,,,2
,"3df98a8d27aa4974918ed1f31a7b906b",2,,,,,,,,2
,"3df98a8d27aa4974918ed1f31a7b906b",3,,,,,,,,2
,"3df98a8d27aa4974918ed1f31a7b906b",4,,,,,,,,2
,"3df98a8d27aa4974918ed1f31a7b906b",5,,,,,,,,2
,"3df98a8d27aa4974918ed1f31a7b906b",7,,,,,,,,2
,"3e0836777f5a495e9722b4ef679c327a",2,,,,,,,,2
,"3e0836777f5a495e9722b4ef679c327a",3,,,,,,,,2
,"3e0836777f5a495e9722b4ef679c327a",4,,,,,,,,2
,"3e0836777f5a495e9722b4ef679c327a",5,,,,,,,,2
,"3e0836777f5a495e9722b4ef679c327a",7,,,,,,,,2
,"3e147b9e732b405fb61098cbcc88c7b5",2,,,,,,,,2
,"3e147b9e732b405fb61098cbcc88c7b5",3,,,,,,,,2
,"3e147b9e732b405fb61098cbcc88c7b5",4,,,,,,,,2
,"3e147b9e732b405fb61098cbcc88c7b5",5,,,,,,,,2
,"3e147b9e732b405fb61098cbcc88c7b5",6,,,,,,,,2
,"3e147b9e732b405fb61098cbcc88c7b5",7,,,,,,,,2
,"3e147b9e732b405fb61098cbcc88c7b5",8,,,,,,,,2
,"3e27af60ec544b95b905a8859d6d0382",2,,,,,,,,2
,"3e27af60ec544b95b905a8859d6d0382",3,,,,,,,,2
,"3e27af60ec544b95b905a8859d6d0382",4,,,,,,,,2
,"3e27af60ec544b95b905a8859d6d0382",5,,,,,,,,2
,"3e27af60ec544b95b905a8859d6d0382",6,,,,,,,,2
,"3e27af60ec544b95b905a8859d6d0382",8,,,,,,,,2
,"3e3d3430f77540709618ff463bc590bd",2,,,,,,,,2
,"3e3d3430f77540709618ff463bc590bd",5,,,,,,,,2
,"3e3d3430f77540709618ff463bc590bd",6,,,,,,,,2
,"3e3d3430f77540709618ff463bc590bd",7,,,,,,,,2
,"3e3d3430f77540709618ff463bc590bd",8,,,,,,,,2
,"3e45507bc3f745d0adc74333eeed505d",2,,,,,,,,2
,"3e45507bc3f745d0adc74333eeed505d",3,,,,,,,,2
,"3e45507bc3f745d0adc74333eeed505d",4,,,,,,,,2
,"3e45507bc3f745d0adc74333eeed505d",5,,,,,,,,2
,"3e45507bc3f745d0adc74333eeed505d",6,,,,,,,,2
,"3e45507bc3f745d0adc74333eeed505d",8,,,,,,,,2
,"3e4c1cb508fe44b4b5898195d7bc941f",2,,,,,,,,2
,"3e4c1cb508fe44b4b5898195d7bc941f",3,,,,,,,,2
,"3e4c1cb508fe44b4b5898195d7bc941f",5,,,,,,,,2
,"3e4c1cb508fe44b4b5898195d7bc941f",6,,,,,,,,2
,"3e4c1cb508fe44b4b5898195d7bc941f",7,,,,,,,,2
,"3e4c1cb508fe44b4b5898195d7bc941f",8,,,,,,,,2
,"3e521eb381f94e2cbbb76f0d95dec132",2,,,,,,,,2
,"3e521eb381f94e2cbbb76f0d95dec132",3,,,,,,,,2
,"3e521eb381f94e2cbbb76f0d95dec132",4,,,,,,,,2
,"3e521eb381f94e2cbbb76f0d95dec132",5,,,,,,,,2
,"3e521eb381f94e2cbbb76f0d95dec132",6,,,,,,,,2
,"3e521eb381f94e2cbbb76f0d95dec132",7,,,,,,,,2
,"3e521eb381f94e2cbbb76f0d95dec132",8,,,,,,,,2
,"3e6938ba187e4efb9e39e7b758d9ebfb",2,,,,,,,,2
,"3e6938ba187e4efb9e39e7b758d9ebfb",4,,,,,,,,2
,"3e6938ba187e4efb9e39e7b758d9ebfb",5,,,,,,,,2
,"3e6938ba187e4efb9e39e7b758d9ebfb",6,,,,,,,,2
,"3e6938ba187e4efb9e39e7b758d9ebfb",7,,,,,,,,2
,"3e6938ba187e4efb9e39e7b758d9ebfb",8,,,,,,,,2
,"3e8c75244fe04d3498a36b2a3a2e5e53",2,,,,,,,,2
,"3e8c75244fe04d3498a36b2a3a2e5e53",3,,,,,,,,2
,"3e8c75244fe04d3498a36b2a3a2e5e53",4,,,,,,,,2
,"3e8c75244fe04d3498a36b2a3a2e5e53",5,,,,,,,,2
,"3e8c75244fe04d3498a36b2a3a2e5e53",7,,,,,,,,2
,"3e8c75244fe04d3498a36b2a3a2e5e53",8,,,,,,,,2
,"3e9db702e60b4f03a8cdd827cd6a5d13",2,,,,,,,,2
,"3e9db702e60b4f03a8cdd827cd6a5d13",3,,,,,,,,2
