"hhid","CEE01","CEE02","CEE02_1","CEE03"
"619fef57a78c447baf37a50fa34915b5","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"61b382e10ad24f92bd69f66eba94a7a1","Interest on loans",808,1,200000
"61b382e10ad24f92bd69f66eba94a7a1","Income tax",801,2,
"61b382e10ad24f92bd69f66eba94a7a1","Funerals and other social functions",807,1,50000
"61b382e10ad24f92bd69f66eba94a7a1","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"61b382e10ad24f92bd69f66eba94a7a1","Remittances, gifts, and other transfers",806,2,
"61b382e10ad24f92bd69f66eba94a7a1","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"61b382e10ad24f92bd69f66eba94a7a1","Local Service tax",804,2,
"61b382e10ad24f92bd69f66eba94a7a1","Pension and social security payments",805,2,
"61b382e10ad24f92bd69f66eba94a7a1","Property rates (taxes)",802,2,
"61b382e10ad24f92bd69f66eba94a7a1","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"61da749fb95c432dabf6c100b9776119","Interest on loans",808,1,20000
"61da749fb95c432dabf6c100b9776119","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"61da749fb95c432dabf6c100b9776119","Local Service tax",804,2,
"61da749fb95c432dabf6c100b9776119","Remittances, gifts, and other transfers",806,2,
"61da749fb95c432dabf6c100b9776119","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"61da749fb95c432dabf6c100b9776119","Funerals and other social functions",807,1,8000
"61da749fb95c432dabf6c100b9776119","Income tax",801,2,
"61da749fb95c432dabf6c100b9776119","Pension and social security payments",805,2,
"61da749fb95c432dabf6c100b9776119","Property rates (taxes)",802,2,
"61da749fb95c432dabf6c100b9776119","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"61e47488f7044749b1bb8b9bab6c6cfa","Remittances, gifts, and other transfers",806,2,
"61e47488f7044749b1bb8b9bab6c6cfa","Funerals and other social functions",807,2,
"61e47488f7044749b1bb8b9bab6c6cfa","Income tax",801,2,
"61e47488f7044749b1bb8b9bab6c6cfa","Local Service tax",804,2,
"61e47488f7044749b1bb8b9bab6c6cfa","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"61e47488f7044749b1bb8b9bab6c6cfa","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"61e47488f7044749b1bb8b9bab6c6cfa","Interest on loans",808,1,278000
"61e47488f7044749b1bb8b9bab6c6cfa","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"61e47488f7044749b1bb8b9bab6c6cfa","Property rates (taxes)",802,2,
"61e47488f7044749b1bb8b9bab6c6cfa","Pension and social security payments",805,2,
"621851da7d8944969d5864d8a6486bdb","Income tax",801,2,
"621851da7d8944969d5864d8a6486bdb","Property rates (taxes)",802,2,
"621851da7d8944969d5864d8a6486bdb","Interest on loans",808,1,240000
"621851da7d8944969d5864d8a6486bdb","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"621851da7d8944969d5864d8a6486bdb","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"621851da7d8944969d5864d8a6486bdb","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"621851da7d8944969d5864d8a6486bdb","Local Service tax",804,2,
"621851da7d8944969d5864d8a6486bdb","Funerals and other social functions",807,2,
"621851da7d8944969d5864d8a6486bdb","Remittances, gifts, and other transfers",806,2,
"621851da7d8944969d5864d8a6486bdb","Pension and social security payments",805,2,
"621a09ec49f2455eb5f18f32fa169e71","Interest on loans",808,2,
"621a09ec49f2455eb5f18f32fa169e71","Local Service tax",804,2,
"621a09ec49f2455eb5f18f32fa169e71","Funerals and other social functions",807,1,10000
"621a09ec49f2455eb5f18f32fa169e71","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"621a09ec49f2455eb5f18f32fa169e71","Property rates (taxes)",802,2,
"621a09ec49f2455eb5f18f32fa169e71","Income tax",801,2,
"621a09ec49f2455eb5f18f32fa169e71","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"621a09ec49f2455eb5f18f32fa169e71","Remittances, gifts, and other transfers",806,2,
"621a09ec49f2455eb5f18f32fa169e71","Pension and social security payments",805,2,
"621a09ec49f2455eb5f18f32fa169e71","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"6231d574dfe2494f9c8b367b4af6256a","Remittances, gifts, and other transfers",806,2,
"6231d574dfe2494f9c8b367b4af6256a","Property rates (taxes)",802,2,
"6231d574dfe2494f9c8b367b4af6256a","Funerals and other social functions",807,1,2500000
"6231d574dfe2494f9c8b367b4af6256a","Interest on loans",808,2,
"6231d574dfe2494f9c8b367b4af6256a","Pension and social security payments",805,2,
"6231d574dfe2494f9c8b367b4af6256a","Local Service tax",804,2,
"6231d574dfe2494f9c8b367b4af6256a","Income tax",801,2,
"6231d574dfe2494f9c8b367b4af6256a","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"6231d574dfe2494f9c8b367b4af6256a","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"6231d574dfe2494f9c8b367b4af6256a","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"6235c5d7282646378e7babf39075cf60","Remittances, gifts, and other transfers",806,2,
"6235c5d7282646378e7babf39075cf60","Interest on loans",808,2,
"6235c5d7282646378e7babf39075cf60","Property rates (taxes)",802,2,
"6235c5d7282646378e7babf39075cf60","Funerals and other social functions",807,2,
"6235c5d7282646378e7babf39075cf60","Local Service tax",804,1,35000
"6235c5d7282646378e7babf39075cf60","Pension and social security payments",805,2,
"6235c5d7282646378e7babf39075cf60","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"6235c5d7282646378e7babf39075cf60","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"6235c5d7282646378e7babf39075cf60","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"6235c5d7282646378e7babf39075cf60","Income tax",801,2,
"62484bec83fd4f1da70b5a1bbf048e7e","Others (like subscriptions, interest to consumer debts, etc.)",809,1,12000
"62484bec83fd4f1da70b5a1bbf048e7e","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"62484bec83fd4f1da70b5a1bbf048e7e","Income tax",801,2,
"62484bec83fd4f1da70b5a1bbf048e7e","Remittances, gifts, and other transfers",806,2,
"62484bec83fd4f1da70b5a1bbf048e7e","Property rates (taxes)",802,2,
"62484bec83fd4f1da70b5a1bbf048e7e","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"62484bec83fd4f1da70b5a1bbf048e7e","Funerals and other social functions",807,2,
"62484bec83fd4f1da70b5a1bbf048e7e","Local Service tax",804,2,
"62484bec83fd4f1da70b5a1bbf048e7e","Interest on loans",808,2,
"62484bec83fd4f1da70b5a1bbf048e7e","Pension and social security payments",805,2,
"625d906e24e84f58968078f302bdac2b","Funerals and other social functions",807,1,5000
"625d906e24e84f58968078f302bdac2b","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"625d906e24e84f58968078f302bdac2b","Income tax",801,2,
"625d906e24e84f58968078f302bdac2b","Property rates (taxes)",802,2,
"625d906e24e84f58968078f302bdac2b","Remittances, gifts, and other transfers",806,2,
"625d906e24e84f58968078f302bdac2b","Local Service tax",804,2,
"625d906e24e84f58968078f302bdac2b","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"625d906e24e84f58968078f302bdac2b","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"625d906e24e84f58968078f302bdac2b","Interest on loans",808,2,
"625d906e24e84f58968078f302bdac2b","Pension and social security payments",805,2,
"62899cb37c684975ab6393832eb4c221","Property rates (taxes)",802,2,
"62899cb37c684975ab6393832eb4c221","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"62899cb37c684975ab6393832eb4c221","Interest on loans",808,2,
"62899cb37c684975ab6393832eb4c221","Income tax",801,2,
"62899cb37c684975ab6393832eb4c221","Funerals and other social functions",807,1,350000
"62899cb37c684975ab6393832eb4c221","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"62899cb37c684975ab6393832eb4c221","Pension and social security payments",805,2,
"62899cb37c684975ab6393832eb4c221","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"62899cb37c684975ab6393832eb4c221","Local Service tax",804,2,
"62899cb37c684975ab6393832eb4c221","Remittances, gifts, and other transfers",806,1,250000
"6299b499352a44a289c20a121b50f909","Remittances, gifts, and other transfers",806,1,40000
"6299b499352a44a289c20a121b50f909","Funerals and other social functions",807,1,60000
"6299b499352a44a289c20a121b50f909","Interest on loans",808,2,
"6299b499352a44a289c20a121b50f909","Income tax",801,2,
"6299b499352a44a289c20a121b50f909","Local Service tax",804,2,
"6299b499352a44a289c20a121b50f909","Pension and social security payments",805,2,
"6299b499352a44a289c20a121b50f909","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"6299b499352a44a289c20a121b50f909","Property rates (taxes)",802,2,
"6299b499352a44a289c20a121b50f909","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"6299b499352a44a289c20a121b50f909","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"62b3ed471e064d868c80041541667541","Remittances, gifts, and other transfers",806,2,
"62b3ed471e064d868c80041541667541","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"62b3ed471e064d868c80041541667541","Interest on loans",808,1,80000
"62b3ed471e064d868c80041541667541","Funerals and other social functions",807,1,60000
"62b3ed471e064d868c80041541667541","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"62b3ed471e064d868c80041541667541","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"62b3ed471e064d868c80041541667541","Property rates (taxes)",802,2,
"62b3ed471e064d868c80041541667541","Income tax",801,2,
"62b3ed471e064d868c80041541667541","Pension and social security payments",805,2,
"62b3ed471e064d868c80041541667541","Local Service tax",804,2,
"62c9c056aa8541a29dee118a5da4a55b","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"62c9c056aa8541a29dee118a5da4a55b","Remittances, gifts, and other transfers",806,1,1000000
"62c9c056aa8541a29dee118a5da4a55b","Interest on loans",808,1,50000
"62c9c056aa8541a29dee118a5da4a55b","Property rates (taxes)",802,2,
"62c9c056aa8541a29dee118a5da4a55b","Local Service tax",804,2,
"62c9c056aa8541a29dee118a5da4a55b","Pension and social security payments",805,2,
"62c9c056aa8541a29dee118a5da4a55b","Others (like subscriptions, interest to consumer debts, etc.)",809,1,120000
"62c9c056aa8541a29dee118a5da4a55b","Income tax",801,2,
"62c9c056aa8541a29dee118a5da4a55b","Funerals and other social functions",807,1,250000
"62c9c056aa8541a29dee118a5da4a55b","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"62de6e07c4a44a69a7d8f4ab69d1d0df","Local Service tax",804,2,
"62de6e07c4a44a69a7d8f4ab69d1d0df","Pension and social security payments",805,2,
"62de6e07c4a44a69a7d8f4ab69d1d0df","Interest on loans",808,2,
"62de6e07c4a44a69a7d8f4ab69d1d0df","Remittances, gifts, and other transfers",806,1,100000
"62de6e07c4a44a69a7d8f4ab69d1d0df","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"62de6e07c4a44a69a7d8f4ab69d1d0df","Income tax",801,2,
"62de6e07c4a44a69a7d8f4ab69d1d0df","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"62de6e07c4a44a69a7d8f4ab69d1d0df","Property rates (taxes)",802,2,
"62de6e07c4a44a69a7d8f4ab69d1d0df","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"62de6e07c4a44a69a7d8f4ab69d1d0df","Funerals and other social functions",807,1,200000
"634a3d6c035c428cb59c559d0d4f1a91","Funerals and other social functions",807,1,6000
"634a3d6c035c428cb59c559d0d4f1a91","Income tax",801,2,
"634a3d6c035c428cb59c559d0d4f1a91","Property rates (taxes)",802,2,
"634a3d6c035c428cb59c559d0d4f1a91","Interest on loans",808,2,
"634a3d6c035c428cb59c559d0d4f1a91","Pension and social security payments",805,2,
"634a3d6c035c428cb59c559d0d4f1a91","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"634a3d6c035c428cb59c559d0d4f1a91","Local Service tax",804,2,
"634a3d6c035c428cb59c559d0d4f1a91","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"634a3d6c035c428cb59c559d0d4f1a91","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"634a3d6c035c428cb59c559d0d4f1a91","Remittances, gifts, and other transfers",806,2,
"634c4b86d8e84b4981da01a9d15f7b63","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"634c4b86d8e84b4981da01a9d15f7b63","Funerals and other social functions",807,1,10000
"634c4b86d8e84b4981da01a9d15f7b63","Local Service tax",804,2,
"634c4b86d8e84b4981da01a9d15f7b63","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"634c4b86d8e84b4981da01a9d15f7b63","Property rates (taxes)",802,2,
"634c4b86d8e84b4981da01a9d15f7b63","Remittances, gifts, and other transfers",806,2,
"634c4b86d8e84b4981da01a9d15f7b63","Interest on loans",808,2,
"634c4b86d8e84b4981da01a9d15f7b63","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"634c4b86d8e84b4981da01a9d15f7b63","Pension and social security payments",805,2,
"634c4b86d8e84b4981da01a9d15f7b63","Income tax",801,2,
"635bb27ada6140a3bc43667c791e65be","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"635bb27ada6140a3bc43667c791e65be","Interest on loans",808,2,
"635bb27ada6140a3bc43667c791e65be","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"635bb27ada6140a3bc43667c791e65be","Pension and social security payments",805,2,
"635bb27ada6140a3bc43667c791e65be","Funerals and other social functions",807,1,260000
"635bb27ada6140a3bc43667c791e65be","Property rates (taxes)",802,2,
"635bb27ada6140a3bc43667c791e65be","Local Service tax",804,2,
"635bb27ada6140a3bc43667c791e65be","Income tax",801,2,
"635bb27ada6140a3bc43667c791e65be","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"635bb27ada6140a3bc43667c791e65be","Remittances, gifts, and other transfers",806,1,1500000
"635fd850cb0f4ace96bcca48642051ce","Funerals and other social functions",807,1,350000
"635fd850cb0f4ace96bcca48642051ce","Interest on loans",808,2,
"635fd850cb0f4ace96bcca48642051ce","Property rates (taxes)",802,2,
"635fd850cb0f4ace96bcca48642051ce","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"635fd850cb0f4ace96bcca48642051ce","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"635fd850cb0f4ace96bcca48642051ce","Local Service tax",804,2,
"635fd850cb0f4ace96bcca48642051ce","Income tax",801,2,
"635fd850cb0f4ace96bcca48642051ce","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
