"t0_hhid","APCode","hhid","s6cq03a","s6cq03b","s6cq03c","s6cq03d","s6cq03e","s6cq03f","s6cq04a","s6cq04b","s6cq04c","s6cq05a","s6cq05b","s6cq05c","s6cq06","s6cq07","s6cq08","s6cq09","s6cq10","s6cq11","s6cq12","s6cq13a","s6cq13b","s6cq14a","s6cq14b","s6cq15","s6cq15b","s6cq15c","s6cq16"
"H3551001",23,"c33f6cb57d9849949e08a7350dabb829",3,1,4,1,4,2,0,,,0,,,8,5,0,0,10,0,0,0,,0,,0,1,5,1
"H2110601",23,"c345d13420494d31ae0cbca6f3abb32c",33,1,2,1,2,2,2,1,2,0,,,8,46,0,2,0,0,13,0,,1,20000,5,1,3,1
"H2451201",23,"c34b6d37b3e44ec9bb4a4c8d08ad1de1",11,1,2,1,2,2,0,,,0,,,1,10,0,0,0,0,0,0,,0,,0,3,1,1
"H1200803",23,"c358e16e89db4f0eb0a304faa6b8042c",23,1,2,1,2,2,0,,,0,,,10,20,0,0,0,0,4,0,,3,13000,0,1,5,2
"H2000201",23,"c35a81e4c7ee49d69e75ef3ad2e0c866",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2000201",26,"c35a81e4c7ee49d69e75ef3ad2e0c866",4,1,,1,,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,6,1,1
"H4020801",23,"c3602283e0cc4113b8299396a568ebd4",30,2,5,2,5,2,0,,,0,,,30,9,0,0,6,0,0,0,,1,13000,2,1,3,1
"H2090901",23,"c3ade863a5bf40cbab3782b204cf1c09",42,1,2,1,2,2,0,,,0,,,24,24,0,0,0,0,1,0,,2,15000,3,1,2,1
"1",23,"c4194e5fbc054d2c8e2587b7118721fa",7,1,,1,,2,0,,,0,,,7,0,0,0,2,0,0,1,5000,0,,2,3,1,1
"H3660501",23,"c42b3ea080594d7e9f0a1aa242f56983",3,2,,2,,2,0,,,0,,,0,0,0,0,0,0,0,3,24000,0,,0,3,4,1
"H3220902",23,"c44dfb522789441ba130c0bc19057438",9,1,2,1,2,2,0,,,0,,,12,8,0,0,0,6,0,0,,3,15000,2,1,3,1
"H1500301",23,"c45ee3429a14419d90bcc5fc625a9c35",13,1,4,1,4,2,0,,,0,,,3,10,0,0,0,0,0,0,,0,,0,3,4,1
"H1420601",26,"c49c543ec58f43c0ae422638eb3587f1",2,2,4,2,4,2,0,,,0,,,9,0,0,0,0,0,4,0,,0,,3,3,6,1
"H1420601",23,"c49c543ec58f43c0ae422638eb3587f1",1,2,4,2,6,2,0,,,0,,,4,0,0,0,0,0,3,0,,0,,0,5,1,1
"H1310502",23,"c4d8aa1a98a9434e81101f58a0d1024f",1,1,,1,,2,0,,,0,,,4,5,0,0,0,0,5,0,,3,18000,0,5,1,1
"H3600102",23,"c52d606c36744c9d970ff70909b6dc4a",1,2,,2,,2,0,,,0,,,8,0,0,0,0,0,0,0,,4,13000,3,1,3,2
"H3220301",23,"c5466685dd6f435b9b48df20808643ce",5,2,,2,,2,0,,,0,,,10,5,0,0,0,5,0,0,,3,15000,2,3,1,1
"H1290901",23,"c5633cb30b3c47e9b19834eeb8bc2b91",6,4,,4,,2,0,,,0,,,10,3,0,0,0,0,4,0,,3,11000,0,1,5,1
"H4080101",26,"c58bc15d4b104e3dac5db4ae756ff438",2,1,,1,,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,2,1,3,1
"H1290101",23,"c598e83d23d748db84965945f8d1e702",3,1,,1,2,2,0,,,0,,,1,3,0,0,0,0,0,0,,1,17000,0,1,5,1
"H1080201",23,"c59e62eb588d4f2499b0c98769c7b669",19,1,3,1,6,2,0,,,0,,,9,15,0,0,0,0,0,0,,0,,5,4,3,1
"H1080201",26,"c59e62eb588d4f2499b0c98769c7b669",2,1,3,1,6,2,0,,,0,,,0,0,0,0,0,0,0,2,8000,0,,0,4,3,1
"H2710301",23,"c5a87622cde84e76a74235015b0361a7",4,1,,1,,2,0,,,0,,,1,6,0,0,0,0,3,0,,0,,0,3,1,1
"H1240201",23,"c5f3ce1c12f042beaee73eccc8c209fe",8,1,,1,,2,0,,,0,,,2,6,0,0,0,0,0,0,,0,,0,6,1,3
"H2390401",23,"c60cb96a9a7f40bb9afd6ab84e249820",4,1,2,1,2,2,0,,,0,,,20,0,0,0,0,0,16,0,,0,,0,1,3,1
"H2481102",23,"c614df9e8822411da97d99069e1a02e1",9,1,2,1,2,2,0,,,0,,,3,6,0,0,0,0,0,0,,0,,0,4,1,1
"H2020701",23,"c6aed9d96e224fe5bc15475578f996e9",3,2,3,2,5,2,0,,,0,,,7,0,0,0,0,0,0,0,,4,5000,0,3,5,1
"H3190701",23,"c6be0c2d620f4dd8ae6c3393d2effb6a",8,1,2,1,2,2,0,,,0,,,10,8,0,0,0,3,4,0,,0,,3,3,6,1
"H3190901",23,"c6c6d1d523a746fc9e8695686c54d900",2,2,,2,,2,0,,,0,,,3,3,0,0,0,4,0,0,,0,,0,6,,1
"H0530301",27,"c6dbcb9b48d94bd4b43455fe87b9fca1",1,3,,3,,2,0,,,0,,,0,0,0,0,0,0,0,1,15000,0,,0,1,,1
"H0530301",26,"c6dbcb9b48d94bd4b43455fe87b9fca1",3,1,9,1,9,2,0,,,0,,,2,6,0,0,0,5,0,0,,0,,0,3,,1
"H0530301",23,"c6dbcb9b48d94bd4b43455fe87b9fca1",36,1,9,1,9,2,0,,,0,,,20,25,0,0,5,0,0,0,,2,25000,2,1,3,2
"H1300601",23,"c6dd8c137c15491e837819f826e71993",58,6,8,6,14,2,0,,,0,,,70,30,0,0,0,0,30,0,,9,10000,3,1,,1
"H1310901",23,"c70ce8db5cfe42fbb65d660d3d317226",10,2,,2,7,2,0,,,0,,,15,10,0,0,0,0,10,0,,5,15000,0,1,5,1
"H1950701",23,"c73ae1f0f3274625b5a520781318a368",2,1,2,1,2,2,0,,,0,,,10,0,0,0,0,0,5,0,,0,,3,4,,1
"H4011001",23,"c78518e77dc341cb9bfef66792af3b0c",1,1,,1,,2,1,1,,0,,,1,0,0,0,0,0,0,0,,0,,0,3,4,2
"H1750901",23,"c7eb116096e549ab93e6e3ee1fdafc14",1,1,2,1,2,2,0,,,0,,,26,0,0,0,0,0,21,0,,0,,4,1,,1
"H1760501",23,"c8164e20b43d4d00bb7f07a6e8191dda",2,1,,1,,2,0,,,0,,,2,3,0,0,1,0,2,0,,0,,0,3,,1
"H2310901",23,"c83b2601e74943f99e2426d840f5f643",3,1,2,2,7,2,6,1,2,0,,,4,0,0,0,0,0,0,0,,0,,1,3,4,1
"H4090401",23,"c84b673ff1804b62a4766dcfffa77d48",15,1,2,1,2,2,0,,,0,,,7,10,0,0,0,0,0,0,,0,,2,1,3,1
"H2330302",26,"c863514feaab40b7b5f3b7da261ebc6b",5,1,,1,2,2,0,,,0,,,3,2,0,0,0,0,0,0,,0,,0,5,6,1
"H1660601",26,"c880ec0e77614ff49749dd4fb38ca183",3,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,3,8000,0,,0,1,,2
"H1660601",23,"c880ec0e77614ff49749dd4fb38ca183",4,1,2,1,2,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,1,,1
"H1880901",23,"c8d8daaf72624693929ff0a7fb654560",6,1,2,2,7,2,0,,,0,,,8,7,0,0,2,3,0,0,,2,17500,2,3,1,1
"H3940901",23,"c8f8d39549074f5fbd129bb9f2a5d45a",14,1,2,1,2,2,0,,,0,,,10,7,0,0,0,0,0,0,,0,,3,1,3,1
"H3830301",26,"c91af3c79a884e65ac0b1d3b7942891b",7,1,5,1,5,2,1,1,5,0,,,7,4,0,0,0,0,0,0,,3,5000,1,1,3,1
"H3830301",23,"c91af3c79a884e65ac0b1d3b7942891b",26,1,5,1,5,2,0,,,0,,,16,24,0,2,0,8,0,0,,1,10000,3,3,4,1
"H3220601",23,"c925c2152d8b44d2b53815fd358939cf",0,,,,,2,0,,,0,,,10,17,0,0,0,0,27,0,,0,,0,1,5,1
"H4280101",23,"c93eba34e249471db03d654d87b0af66",20,1,2,1,2,1,0,,,0,,,24,0,0,0,0,0,0,0,,0,,4,1,,1
"H3510901",23,"c9485f1b744544a7b2567219069967e0",18,1,2,1,2,2,0,,,0,,,11,8,0,0,0,0,0,0,,0,,1,3,1,1
"H4280301",23,"c949214171fa45f18e21f25965ef5670",3,1,2,1,2,2,0,,,0,,,5,0,0,0,0,2,0,0,,0,,0,1,5,1
"H1000701",24,"c94a6254ad98458ca1a582f5af587628",3000,2,3,2,3,2,0,,,1,2,450000,2000,0,0,0,0,0,1000,2000,4000,0,,0,1,,2
"H1630201",23,"c984f4ff8323492bb3d8f04ccbec1b69",1,1,,1,,2,0,,,0,,,6,0,0,0,0,0,5,0,,0,,0,6,5,1
"H3641001",23,"c9d31361da1840bfa0115cb3dfcc790f",5,1,2,1,2,2,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,3,4,1
"H2610801",23,"c9ed3eaf96d747c5a7e7d3876c584f43",6,1,,1,,2,0,,,0,,,6,20,0,0,0,5,15,0,,0,,0,1,6,1
"H1700601",23,"ca4e4c1afc414b32bcda92991a67357b",1,1,,1,,2,0,,,0,,,0,0,1,0,0,0,0,0,,0,,0,3,4,1
"H2000501",23,"ca4f215fd24440afa1bcd35799ca0d5a",14,2,,2,7,2,0,,,0,,,12,9,0,0,0,0,0,0,,4,10000,3,3,5,1
"H3500601",26,"ca99843df1df4881919346583b4c5d5e",1,1,,1,,1,5,1,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H3500601",27,"ca99843df1df4881919346583b4c5d5e",2,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,2,10000,0,,0,1,,1
"H3500601",23,"ca99843df1df4881919346583b4c5d5e",20,1,,1,,2,0,,,0,,,9,22,0,0,0,10,0,0,,0,,1,1,4,1
"H1920503",23,"caa22db6c88f4defaa990991aef06f1b",2,1,4,1,4,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,1,3,,1
"H1820302",23,"cae8e675f18340cfabe4d997b191e9b7",3,1,2,1,2,2,0,,,0,,,8,0,0,0,0,0,0,0,,0,,5,1,3,1
"H2660502",27,"caea67c62e68431f9926b1d0e92c7858",2,2,,2,,2,0,,,0,,,5,0,0,0,0,0,0,0,,2,5000,1,1,,1
"H3810801",23,"cb5bbd11830544ba859bf340e67712f3",7,1,2,2,,2,0,,,0,,,7,4,0,0,0,0,0,0,,3,15000,1,1,3,1
"H2110201",23,"cb95e95616fc4a6cb895439b10f6663a",14,3,,3,,2,0,,,0,,,10,8,0,1,0,1,0,0,,0,,2,3,4,1
"H2110201",26,"cb95e95616fc4a6cb895439b10f6663a",3,3,,3,5,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,3,4,1
"H2211001",23,"cc04d4e6937a4c39802e47de448bf273",7,6,,6,10,2,0,,,0,,,1,6,0,0,0,0,0,0,,0,,0,3,4,1
"H1680402",23,"cc0bf7df63eb4972bf9d65f3c705a37a",7,1,2,1,2,2,0,,,0,,,2,5,0,0,0,0,0,0,,0,,0,3,4,1
"H2790201",23,"cc33028dfe7d487288ff2e56ca10103b",4,4,,4,,2,0,,,0,,,7,0,0,0,0,0,0,0,,0,,3,3,,1
"H1970801",23,"ccae2b084ee0452ea8479490f46a66e1",5,1,2,1,2,2,0,,,0,,,10,0,0,0,0,4,0,0,,0,,1,1,3,1
"H1080601",23,"ccc6f383151942d08e84ab6b223fb2e0",13,3,,2,3,2,0,,,0,,,7,8,0,0,0,0,0,0,,1,8000,1,3,6,1
"H1720301",23,"cd2c9bb99db343f6a75ba7a65fc352f7",6,2,,1,2,2,0,,,0,,,3,9,0,0,0,0,5,0,,0,,1,3,5,1
"H1720301",26,"cd2c9bb99db343f6a75ba7a65fc352f7",10,2,,1,2,2,0,,,0,,,14,0,0,0,0,0,0,0,,4,20000,0,1,5,1
"H1530801",23,"cd57c9d1350145a7a626c72cfdaf56e6",3,1,,1,2,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,6,1
"H0720802",23,"cd876ff2891e4fefa60e026952666e6c",10,1,2,1,2,2,0,,,0,,,4,7,0,0,0,0,0,0,,1,20000,0,1,6,2
"H1430902",23,"cd8aea5b15434830a963d3efb2b6fd89",2,2,,1,2,2,2,1,,0,,,0,0,0,0,0,0,0,2,20000,0,,0,3,1,2
"H0741201",23,"cdf3631688b24f68b6b2e3ad1666110a",68,1,,1,2,2,0,,,0,,,47,27,0,0,0,0,0,0,,6,35000,0,1,,1
"H2211003",23,"ce74a4e77b014782bd500a79139e5a37",9,2,11,2,11,2,0,,,0,,,6,7,0,0,0,0,1,0,,3,10000,0,1,6,1
"H1500901",23,"ced2919b4d95454db63ccce59855d20e",18,1,9,1,,2,0,,,0,,,20,8,0,0,0,0,0,0,,4,15000,6,1,3,1
"H0911101",23,"ced60c5f3dbc42f591941671451d3758",9,1,2,1,2,2,0,,,0,,,7,4,0,0,0,0,0,0,,0,,2,1,3,1
"H2820603",25,"cf12b219d0544d6680f94ee5400d69b4",5,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,5,6000,0,,0,1,6,1
"H2820603",23,"cf12b219d0544d6680f94ee5400d69b4",4,1,2,1,2,2,0,,,0,,,7,4,0,0,0,7,0,0,,0,,0,1,6,1
"H2000301",23,"cf39119c34404ce295ba586a05ac47ef",14,1,2,1,2,2,0,,,0,,,11,7,0,0,0,0,0,1,9000,3,12000,2,3,1,1
"H2000301",26,"cf39119c34404ce295ba586a05ac47ef",2,2,,2,,2,0,,,0,,,4,0,0,1,0,0,0,0,,0,,1,3,6,1
"H4210801",23,"cf3989f998284355a57cf8d01bd531f3",5,1,2,1,2,2,0,,,0,,,7,5,0,0,0,0,7,0,,0,,0,1,6,1
"H2110301",23,"cf4254997a544c69ac7e29578529178c",29,1,2,1,2,2,1,1,2,,,,,40,0,2,5,21,14,0,,2,12000,3,3,1,1
"H2810701",26,"cf48f652137949de9bf3414f687c8e5b",3,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,1,20000,0,,0,1,5,1
"H1590701",23,"cf5f9c9911a740d1906bba047b2137af",9,2,,1,2,2,0,,,0,,,3,15,0,0,0,0,8,0,,0,,1,3,9,1
"H4300401",23,"cfb6e7cc8a99470fbb28209efded9a6d",4,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,4,13000,0,,0,1,3,1
"H2540802",23,"cfbb943360434de5b53089d4983fac7e",6,1,,1,,2,0,,,0,,,2,4,0,0,0,0,0,0,,0,,0,1,3,1
"H1590501",23,"cfcd7dcb95f24278a4ec3341408de513",15,1,2,1,2,2,0,,,0,,,15,0,0,0,0,0,0,0,,0,,0,3,4,1
"H2110701",23,"d01fa6e624dc48b98bceb273a2efc0ff",6,1,,1,,2,0,,,0,,,15,8,0,0,2,5,10,0,,0,,0,1,3,1
"H1440402",23,"d06bb6055dd4434a96fef1e6e7ba4450",8,1,,1,,2,0,,,0,,,1,7,0,0,0,0,0,0,,0,,0,1,3,1
"H1890902",23,"d09403c9ce1441fd9fc60866eb5f9c0a",8,1,,1,2,2,0,,,0,,,14,0,0,0,0,0,0,0,,2,13000,4,1,3,1
"H3841001",23,"d1451dad8aa04bb6a6e7eef07fb55069",10,5,7,7,,2,0,,,0,,,20,0,0,0,0,0,0,0,,2,17000,8,1,3,1
"H1640801",23,"d19492dd04064dc3834f531e305b15dd",10,1,,1,3,2,6,1,3,0,,,10,0,0,0,0,0,0,0,,0,,0,1,5,1
"H4081001",25,"d1986c8f4f6442129f15b2a0411b4e53",450,2,,2,,2,0,,,0,,,465,0,0,0,0,15,0,0,,0,,0,1,,2
"H3240501",23,"d21bb6b3c2974fc78582492328389b86",13,2,,1,2,2,0,,,0,,,9,7,0,0,0,0,1,0,,0,,2,3,6,1
"H3240501",26,"d21bb6b3c2974fc78582492328389b86",4,2,,2,,2,0,,,0,,,5,0,0,0,0,1,0,0,,0,,0,3,6,1
"H0491307",23,"d243b05af57e49a4a93f8f027363213f",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1420901",26,"d24a205f49b14a2f9cd37d7ebb82193d",6,1,,2,3,2,0,,,0,,,8,0,0,0,0,0,0,0,,2,20000,0,5,1,1
"H1420901",23,"d24a205f49b14a2f9cd37d7ebb82193d",80,1,2,2,3,2,0,,,0,,,90,30,0,0,0,0,20,0,,15,12000,5,5,1,2
"H1880603",23,"d24d5c798b3f4f408d237e72ef47ff25",8,2,,2,6,2,0,,,0,,,10,0,0,2,0,0,0,0,,0,,0,3,1,1
"H1970301",23,"d286b822c04f4839a7f6c9c473384156",7,7,,7,,2,0,,,0,,,3,4,0,0,0,0,0,0,,0,,0,6,3,1
"H3340401",25,"d2971f2dc2e341d3ad292a71c33cf6b0",8,7,,7,,2,0,,,0,,,83,0,0,0,0,0,20,0,,50,10000,5,1,,2
"H3260201",23,"d2a3f76cf4284e71a1b0910fa558dcce",11,1,2,1,2,2,0,,,0,,,9,7,0,0,0,0,1,0,,0,,4,3,,1
"H3660301",23,"d2b2045aebe341b19e59d87f8926f9ca",6,1,2,1,2,2,0,,,0,,,7,0,0,0,0,0,0,0,,0,,1,1,3,1
"H0830801",23,"d2c78a060324412e89fbcde4579963a2",2,4,,4,,2,0,,,0,,,5,0,0,0,0,0,3,0,,0,,0,1,,2
"H3350201",23,"d2e3ead8be45480f913941b6bc4f41cf",16,3,4,2,,1,1,2,,0,,,6,16,0,0,0,6,0,0,,0,,0,1,,1
"H1661101",23,"d36eaa75ffa341d3877805993612ae6e",17,1,,1,,2,0,,,0,,,4,13,0,0,0,0,0,0,,0,,0,1,,1
"H2211002",23,"d36f47be8b3c4b62aaa6e7275c4bda10",30,5,8,1,2,2,0,,,0,,,24,20,0,0,0,0,12,0,,2,11000,0,1,,1
"H2640701",23,"d3d75d65517e4e76af2ecf3bd3af14b7",7,1,,1,5,1,0,,,0,,,9,6,0,2,1,1,4,0,,0,,0,1,3,1
"H1640201",23,"d41a8bbf94604695b5ae8f4c2bc36a76",25,1,2,1,2,2,0,,,0,,,15,12,0,0,0,0,0,0,,0,,2,1,3,1
"H2080901",23,"d4865da110d64cb1a8d5b0635222880f",6,2,,2,,2,0,,,0,,,2,10,0,0,0,4,2,0,,0,,0,1,3,1
"H0720501",23,"d4a47bdf5fbf4f99beaaf86e99d5fa30",2,1,,1,,2,0,,,0,,,6,0,0,0,0,0,4,0,,0,,0,1,,2
"H2420201",23,"d4aa6be3a33c4b79bae7d8dfdb2813dd",5,1,2,1,2,2,0,,,0,,,6,0,0,0,0,0,0,0,,0,,1,1,3,1
"H2740101",27,"d4b2307271cd4bcda28a8ef5c5d55290",2,2,,5,,2,0,,,0,,,0,0,0,0,0,0,0,2,2000,0,,0,1,3,1
"H2740101",23,"d4b2307271cd4bcda28a8ef5c5d55290",7,2,,2,,2,0,,,0,,,4,3,0,0,0,0,0,0,,0,,0,1,,1
"H1730101",23,"d4ce7684e50e421a842924c5942e4c40",20,1,2,2,7,2,0,,,0,,,14,8,0,0,0,0,2,0,,0,,0,4,6,1
"H3350701",23,"d50816b2ec3d4d6988b4c951828e7fa9",17,5,6,5,6,2,0,,,0,,,6,23,0,0,0,0,12,0,,0,,0,1,,1
"H4210701",23,"d53a583116fb4078a2b062dd69b820ee",20,1,2,1,2,2,0,,,0,,,14,7,0,0,0,0,0,0,,0,,1,1,3,1
"H3621001",23,"d547d11a121047ab884c51e0e6c81707",42,1,2,2,3,2,0,,,0,,,32,14,0,0,0,0,0,0,,0,,4,1,3,1
"H1410901",23,"d58cc1e2bb514a22ac8cdd57fc654690",28,1,2,1,2,2,0,,,0,,,13,44,0,0,0,19,7,0,,0,,3,1,3,1
"H4270301",23,"d59357dd622e49eb8d3a745c99da9209",5,1,2,1,2,2,0,,,0,,,7,0,0,0,0,0,0,0,,1,20000,1,1,3,1
"H0360201",23,"d5a4c79887284c6db8aefb1efd939a33",8,1,2,1,2,1,0,,,0,,,10,4,0,0,0,0,6,0,,0,,0,3,1,1
"H1820602",23,"d5aac99ecb6946378523f906b4af90ba",10,1,2,1,2,2,0,,,0,,,10,2,0,0,0,0,0,0,,2,18000,0,1,3,1
"H2450901",23,"d6122950f0a24e43bbd3a3034bb499ee",10,1,,2,13,2,0,,,0,,,13,0,0,0,0,1,1,0,,0,,1,1,5,1
"H1080401",23,"d644b286ea504ade924de32cc905c4cc",60,1,2,1,2,2,0,,,0,,,25,49,0,0,0,0,0,0,,10,9000,4,3,1,1
"H3430801",23,"d65e1a210c7943b5900d729101f7a578",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2230701",23,"d67cdca4f97244f18c94ad14def2d1f0",10,1,,1,,2,0,,,0,,,6,5,0,0,0,0,0,1,0,0,,0,4,5,1
"H1810501",23,"d6b04275f9f04efbae4788eac10e1b65",10,8,,2,8,2,0,,,0,,,8,3,0,0,0,0,0,0,,1,18000,0,1,3,1
"H0370701",23,"d6bf398731564af1adcb81a594684319",12,2,,2,3,2,0,,,0,,,8,13,0,0,0,0,7,0,,0,,2,3,1,1
"H1740601",23,"d6cb9c9765774050b9a051a03128dbd3",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1260602",23,"d6dde5c854894fe0bb9e364dc83b4d93",2,1,,5,,2,0,,,0,,,6,0,0,0,0,0,4,0,,0,,0,6,,1
"H1080902",23,"d72a02bd910a4c7a958f021e7b4188b8",0,,,,,2,0,,,0,,,17,0,0,0,0,0,10,0,,4,12000,3,1,,2
"H4010901",23,"d7519bc028e44c228535d829fc55f71d",3,2,,2,5,2,0,,,0,,,3,5,0,0,0,0,5,0,,0,,0,2,1,1
"H4220601",23,"d78414650264462d979d86b7e07e489b",10,1,2,1,2,2,0,,,0,,,6,7,0,0,0,0,0,0,,3,6000,0,6,5,1
"H3960301",23,"d7843306dc4e4377a0b45427fe5e7f94",2,2,,2,4,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,5,6,1
"H3220102",23,"d79bc81cc23143d799e16457d6ab9192",4,1,2,1,2,2,0,,,0,,,2,2,0,0,0,0,0,0,,0,,0,1,,1
"H3970601",23,"d7bae9a8d3bd49229fedf96a64bb5824",11,1,5,1,5,1,0,,,0,,,13,0,0,0,0,0,0,0,,0,,2,1,3,1
"H2230501",23,"d7de4df421ab4f449655cc2ea690bcae",0,,,,,2,0,,,0,,,6,0,0,0,0,0,6,0,,0,,0,1,3,1
"H4010201",23,"d8529d20a8cc4be7a1834cc55fd1560b",18,1,,1,,2,0,,,0,,,8,12,0,0,0,0,0,0,,2,10000,0,1,,1
"H2040101",23,"d899b3a61b4343388234a0fa230ee732",9,1,2,1,,2,0,,,0,,,12,0,0,0,0,1,0,0,,0,,2,6,4,1
"H3820701",23,"d8ba789a9649493b8fc4f46b4664425d",10,1,,1,,1,0,,,0,,,2,8,0,0,0,0,0,0,,0,,0,5,1,1
"H1830105",23,"d8c68b7d2d1b4c2facb6a066c06c8502",12,1,2,2,5,2,0,,,0,,,6,10,0,0,0,0,0,0,,0,,4,3,5,1
"H2061005",23,"d8cd5b6b73d241a9b28bfe6100db347e",14,1,2,1,2,2,0,,,0,,,,10,1,0,3,0,2,0,,1,12000,3,3,1,1
"H1651002",23,"d93b7815f5164f34a830cf79c6d46627",17,1,,1,2,1,7,1,,0,,,20,7,0,0,0,0,3,0,,0,,7,3,,1
"H2450602",23,"d9458758865a4e088d89da6dc506ee90",4,1,2,2,,2,0,,,0,,,5,5,0,0,0,2,2,0,,0,,2,1,3,2
"H0490901",23,"d97b55accb3e487e84b1581de36f4302",10,1,,1,,2,0,,,0,,,5,8,0,0,0,0,0,0,,3,85000,0,1,,2
"H1201101",23,"d99d8f23a13f4db2a8428f35a0dd3f08",10,1,2,2,,2,0,,,0,,,5,9,0,0,0,0,0,0,,4,20000,0,1,6,1
"H0730301",26,"d9d52d2d0e8a4d4e86bc59a15667f5ff",1,2,,2,,2,0,,,0,,,0,0,0,0,0,0,0,1,10000,0,,0,1,,2
"H2420901",23,"d9d8dfef6ad346d0aa354dd92a00b7e4",17,1,6,1,6,2,0,,,0,,,7,10,0,0,0,0,0,0,,0,,0,6,,1
"H1620701",23,"da319e88bd6e4126b2e7af3430f96006",5,2,,2,,2,0,,,0,,,9,0,0,0,0,0,4,0,,0,,0,1,3,1
"H2020601",23,"da33ec50e0324b8a876ef9382b22a86f",13,1,,1,,2,0,,,0,,,8,5,0,0,0,0,0,0,,0,,0,6,3,1
"H4120501",23,"da347790a6784255a72cf2500e5357d4",7,2,,2,,2,0,,,0,,,10,3,0,0,1,4,0,0,,0,,1,3,5,1
"H1500201",23,"da3a99f963484fac9b94610bf831af1b",6,1,,1,,2,0,,,0,,,2,4,0,0,0,0,0,0,,0,,0,3,,1
"H1500201",26,"da3a99f963484fac9b94610bf831af1b",3,1,,1,,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,,2
"H1290502",23,"da82b4386c4f4f07af7d0f31cfdb6dfb",3,1,,1,,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,5,,1
"H4040401",23,"daa5345f86fa4e7a8f37735ba880fd01",16,2,3,2,3,2,0,,,0,,,17,16,0,1,1,0,4,0,,6,17000,5,3,,2
"H2250701",23,"daac58b8bb954013b521755285b80f09",5,1,2,1,2,2,0,,,0,,,22,0,0,2,0,0,15,0,,0,,0,1,3,1
"H1820101",23,"daf60232d0954c49afc825b2af4147c6",10,1,2,1,2,2,0,,,0,,,3,8,0,0,0,0,0,0,,0,,1,1,3,1
"H1950601",23,"db5fcf12ba6c407b8649d1d73f70a4e0",11,1,,6,,2,0,,,0,,,1,10,0,0,0,0,0,0,,0,,0,3,5,1
"H2020201",23,"dba162b5ba0f4188b144056a4e2c5073",23,1,,4,,2,0,,,0,,,11,18,0,1,0,0,4,0,,0,,1,3,,1
"H1430903",23,"dbb6bbcc31ad490c9062efc8b7e86f37",5,1,2,1,2,1,0,,,0,,,20,6,0,0,0,1,0,0,,10,8000,10,1,,2
"H1820801",23,"dbdbc8f22d3c49e1bb245734c2d2ea8e",5,1,2,1,2,2,0,,,0,,,13,0,0,1,0,0,10,5,6000,0,,2,3,4,1
"H1650601",26,"dc03196f9a3340c1bfa967d66381725b",2,10,,1,,2,0,,,0,,,0,0,0,0,0,0,0,2,15000,0,,0,1,5,1
"H1650601",23,"dc03196f9a3340c1bfa967d66381725b",15,3,10,3,10,2,0,,,0,,,19,0,0,0,0,0,2,0,,2,8000,0,5,1,1
"H3710301",23,"dc56292511524581ba052ca8a629afb2",0,,,,,2,0,,,0,,,5,0,0,0,0,0,5,0,,0,,0,4,6,1
"H1810701",23,"dcd7b89f1a6340ab83c5308f346022e1",16,,,,,2,1,,,0,,,9,10,0,0,2,0,0,0,,1,8000,0,3,4,1
"H3990901",23,"dd0cfbd6c77641a9b57aa0c0b82ce395",6,1,,1,,2,0,,,0,,,5,0,0,0,0,0,0,1,6000,0,,0,1,,1
"H1620301",23,"dd0d639d4a8b4067993cb3b92dbff5e6",4,2,3,2,3,2,0,,,0,,,9,0,0,1,0,0,0,0,,4,8000,0,5,1,1
"H2350701",23,"dd626a8fbaf54df09a91e17a2cac0ef7",1,2,,2,,2,0,,,0,,,30,0,0,0,0,0,26,0,,0,,3,1,,2
"H2710801",23,"dd7c77b9123f4bf7a098874ef538023b",5,1,,1,,2,0,,,0,,,7,0,0,0,0,0,0,0,,0,,2,3,5,1
"H1830108",23,"de9f5b97c79c424f90fda91d19272b6d",20,1,2,2,,2,0,,,0,,,10,15,0,0,0,0,0,0,,3,13000,2,1,3,1
"H1440501",23,"deb37ab20ead4589a7ce4519e08b3298",12,1,2,2,5,2,0,,,0,,,14,7,0,0,0,5,0,0,,4,10000,0,1,3,1
