"t0_hhid","hhid","A10itemcod_ID","s10q01a","s10q02a","s10q03aa","s10q04a","s10q05aa","s10q06a","s10q07aa","s10q08a"
"H2821002","84dc714744d94d7980b643f901b9afb2",13,1,8000,1,1,,2,,
"H2540601","84f1015272fd4acd94ed5674f07f2c9d",1,2,12000,2,1,,2,,
"H2540601","84f1015272fd4acd94ed5674f07f2c9d",3,1,2000,1,1,,2,,
"H1970401","850306f728924dc5a1942c5acdf95cd8",3,1,3000,1,1,,2,,
"H1970401","850306f728924dc5a1942c5acdf95cd8",4,1,2500,1,1,,2,,
"H1970401","850306f728924dc5a1942c5acdf95cd8",1,2,12000,2,1,,2,,
"H3660701","8512ebaf38254b66bfa084e20f812d86",3,1,2000,1,2,2,,,
"H3660701","8512ebaf38254b66bfa084e20f812d86",1,4,16000,4,1,,2,,
"H2230304","851527301809472fb74628a837c5ebb2",14,2,170000,2,1,,2,,
"H2230304","851527301809472fb74628a837c5ebb2",22,1,15000,1,1,,2,,
"H2230304","851527301809472fb74628a837c5ebb2",3,1,4000,1,1,,2,,
"H2230304","851527301809472fb74628a837c5ebb2",4,1,2000,1,1,,2,,
"H2230304","851527301809472fb74628a837c5ebb2",7,1,6000,1,1,,2,,
"H2230304","851527301809472fb74628a837c5ebb2",19,1,110000,1,1,,2,,
"H2230304","851527301809472fb74628a837c5ebb2",1,3,30000,3,1,,2,,
"H2820605","85204a72cfa14cb0adabcc664f006361",19,0,,0,1,,1,2,6000
"H2820605","85204a72cfa14cb0adabcc664f006361",3,1,3000,1,1,,2,,
"H2820605","85204a72cfa14cb0adabcc664f006361",1,2,10000,2,1,,2,,
"H2990207","85491223ab0747a18519c0133e9cf2e1",12,1,9000,1,1,,2,,
"H2990207","85491223ab0747a18519c0133e9cf2e1",1,1,7000,1,1,,2,,
"H2990207","85491223ab0747a18519c0133e9cf2e1",3,1,5000,1,1,,2,,
"H2990207","85491223ab0747a18519c0133e9cf2e1",5,1,70000,1,1,,2,,
"H3750101","8562e219f73d4e28b28ef23dfd578b72",1,2,3000,2,1,,2,,
"H3750101","8562e219f73d4e28b28ef23dfd578b72",3,1,3000,1,1,,2,,
"H2650701","857caad639e048f9aa35e82a98cd0236",1,2,14000,2,1,,2,,
"H2650701","857caad639e048f9aa35e82a98cd0236",8,1,3000,1,1,,2,,
"H2650701","857caad639e048f9aa35e82a98cd0236",5,1,30000,1,1,,2,,
"H2650701","857caad639e048f9aa35e82a98cd0236",12,1,10000,1,1,,2,,
"H2650701","857caad639e048f9aa35e82a98cd0236",3,1,4000,1,1,,2,,
"H4090201","85c17f7403dc446fad29254e5d379145",12,1,8000,1,1,,2,,
"H4090201","85c17f7403dc446fad29254e5d379145",1,7,66000,7,1,,2,,
"H4090201","85c17f7403dc446fad29254e5d379145",3,4,24000,4,1,,2,,
"H4090201","85c17f7403dc446fad29254e5d379145",19,1,60000,1,1,,2,,
"H2390501","85ceb53eb1bd41a4bfb5f897f8800ac7",3,1,4000,1,1,,2,,
"H2390501","85ceb53eb1bd41a4bfb5f897f8800ac7",19,2,100000,2,1,,2,,
"H2390501","85ceb53eb1bd41a4bfb5f897f8800ac7",1,6,18000,5,1,,2,,
"H2390501","85ceb53eb1bd41a4bfb5f897f8800ac7",4,1,2500,1,1,,2,,
"H2390501","85ceb53eb1bd41a4bfb5f897f8800ac7",22,0,,0,1,,1,1,0
"H0680301","85d2f1ad01354522b4bb5486f6f0cca9",1,3,20000,3,1,,2,,
"H0680301","85d2f1ad01354522b4bb5486f6f0cca9",3,1,3000,1,1,,2,,
"H2341101","85e3724de768403e905ce5968dc735ee",1,3,24000,3,1,,2,,
"H2341101","85e3724de768403e905ce5968dc735ee",3,1,6500,1,1,,2,,
"H2341101","85e3724de768403e905ce5968dc735ee",22,0,,0,1,,2,,
"H3640301","860a1b47a8c04b36b2c21b1238863cf5",1,4,15000,4,1,,1,1,0
"H3640301","860a1b47a8c04b36b2c21b1238863cf5",3,1,3000,1,1,,2,,
"H3940701","8658c239083f48c1a35fa7666868d94a",1,2,8000,2,1,,1,2,0
"H1681002","86668fd2837248ef9ab6590fad3f84a9",3,1,5000,1,1,,2,,
"H1681002","86668fd2837248ef9ab6590fad3f84a9",9,,,,,,,,
"H1681002","86668fd2837248ef9ab6590fad3f84a9",17,2,4000,2,1,,1,2,0
"H1681002","86668fd2837248ef9ab6590fad3f84a9",4,1,4000,1,1,,2,,
"H1681002","86668fd2837248ef9ab6590fad3f84a9",19,0,,0,1,,1,1,20000
"H1681002","86668fd2837248ef9ab6590fad3f84a9",18,,,,,,,,
"H1681002","86668fd2837248ef9ab6590fad3f84a9",1,4,40000,4,1,,2,,
"H3710901","866f6a8e646840eba3ed5335760613fc",13,,,,,,,,
"H3710901","866f6a8e646840eba3ed5335760613fc",3,1,5000,0,1,,2,,
"H3710901","866f6a8e646840eba3ed5335760613fc",14,0,,0,1,,1,2,60000
"H3710901","866f6a8e646840eba3ed5335760613fc",1,4,36000,4,1,,2,,
"H1231001","868942351f974df29ca4b9121fff2e30",1,2,16000,2,2,1,,,
"H3760301","86a9fa3980384a5d905b1f8fa8533c97",4,,,,,,,,
"H3760301","86a9fa3980384a5d905b1f8fa8533c97",19,0,,0,1,,1,1,0
"H3760301","86a9fa3980384a5d905b1f8fa8533c97",1,3,28000,2,1,,2,,
"H3760301","86a9fa3980384a5d905b1f8fa8533c97",17,0,,0,1,,1,2,0
"H3760301","86a9fa3980384a5d905b1f8fa8533c97",3,1,5000,1,1,,2,,
"H1500702","86d2fcfb7ec14961b67d4806c8b1c873",1,0,,0,1,,1,2,0
"H1500702","86d2fcfb7ec14961b67d4806c8b1c873",4,0,,0,1,,1,1,0
"H1500702","86d2fcfb7ec14961b67d4806c8b1c873",3,1,5000,1,1,,2,,
"H1500702","86d2fcfb7ec14961b67d4806c8b1c873",12,0,,1,1,,2,,
"H1500702","86d2fcfb7ec14961b67d4806c8b1c873",5,0,,0,1,,1,1,0
"H3540701","8712b74250794fddac99ea78d80997db",3,2,10000,2,1,,2,,
"H3540701","8712b74250794fddac99ea78d80997db",19,1,20000,1,1,,2,,
"H3540701","8712b74250794fddac99ea78d80997db",12,1,5000,1,1,,2,,
"H3540701","8712b74250794fddac99ea78d80997db",8,2,4000,2,1,,2,,
"H3540701","8712b74250794fddac99ea78d80997db",4,1,3000,1,1,,2,,
"H3540701","8712b74250794fddac99ea78d80997db",1,6,30000,6,1,,2,,
"H3380401","871ce70794974b6e92089daa702c5fef",4,1,4000,1,1,,2,,
"H3380401","871ce70794974b6e92089daa702c5fef",7,1,7000,1,1,,2,,
"H3380401","871ce70794974b6e92089daa702c5fef",3,4,12000,4,1,,2,,
"H3380401","871ce70794974b6e92089daa702c5fef",1,4,20000,4,1,,2,,
"H3380401","871ce70794974b6e92089daa702c5fef",19,2,100000,2,1,,2,,
"H3380401","871ce70794974b6e92089daa702c5fef",2,,,,,,,,
"H3380401","871ce70794974b6e92089daa702c5fef",5,1,70000,1,1,,2,,
"H1890601","8728fb96ed9e4334909c0477bae7855a",1,4,20000,4,1,,2,,
"H1890601","8728fb96ed9e4334909c0477bae7855a",22,1,10000,1,1,,2,,
"H1890601","8728fb96ed9e4334909c0477bae7855a",3,1,2000,1,1,,2,,
"H2820604","87b9fa9f6c5d41f692d6671d4e24bb78",3,1,3000,1,1,,2,,
"H2820604","87b9fa9f6c5d41f692d6671d4e24bb78",1,2,10000,2,1,,2,,
"H2820604","87b9fa9f6c5d41f692d6671d4e24bb78",19,0,,0,1,,1,2,4000
"H1680601","87bb19dff0f44187875ec19a10fe8279",12,1,4000,1,1,,2,,
"H1680601","87bb19dff0f44187875ec19a10fe8279",1,5,40000,5,1,,2,,
"H1680601","87bb19dff0f44187875ec19a10fe8279",4,1,2000,1,1,,2,,
"H1680601","87bb19dff0f44187875ec19a10fe8279",3,1,2000,1,1,,2,,
"H2140601","87c4e00c7e5748e28a863e4b24de142a",2,,,,,,,,
"H2140601","87c4e00c7e5748e28a863e4b24de142a",3,1,4000,1,1,,2,,
"H2140601","87c4e00c7e5748e28a863e4b24de142a",7,1,5000,1,2,1,,,
"H2140601","87c4e00c7e5748e28a863e4b24de142a",1,2,8000,3,1,,2,,
"H0730401","87c8524fdbe84d429d1b49f7ac1a60db",4,1,3000,1,1,,2,,
"H0730401","87c8524fdbe84d429d1b49f7ac1a60db",3,2,5000,2,1,,2,,
"H0730401","87c8524fdbe84d429d1b49f7ac1a60db",1,2,8000,3,1,,2,,
"H0730401","87c8524fdbe84d429d1b49f7ac1a60db",12,1,2500,1,1,,2,,
"H4100501","87cf074bdbb5428e9676b693e48005bd",3,2,8000,2,1,,2,,
"H4100501","87cf074bdbb5428e9676b693e48005bd",1,2,14000,2,1,,2,,
"H2790902","87e2684f3b8f476da41f9f3f2ecf725e",12,1,8000,1,1,,2,,
"H2790902","87e2684f3b8f476da41f9f3f2ecf725e",3,1,5000,1,1,,2,,
"H2790902","87e2684f3b8f476da41f9f3f2ecf725e",1,3,16000,3,1,,2,,
"H1080303","87e27e3874834bd78aa01fd5f3d35e87",7,1,8000,1,1,,2,,
"H1080303","87e27e3874834bd78aa01fd5f3d35e87",3,1,6000,0,1,,2,,
"H1080303","87e27e3874834bd78aa01fd5f3d35e87",5,0,,0,1,,1,1,0
"H1080303","87e27e3874834bd78aa01fd5f3d35e87",1,6,40000,6,1,,2,,
"H1080303","87e27e3874834bd78aa01fd5f3d35e87",4,2,10000,2,1,,2,,
"H1080303","87e27e3874834bd78aa01fd5f3d35e87",12,0,,0,1,,1,1,0
"H2140901","8803916429d34e9293b6d6a5f862592e",1,3,8000,1,2,1,,,
"H2140901","8803916429d34e9293b6d6a5f862592e",3,0,,0,1,,1,1,0
"H2630901","881538d806af44b394bb1f7e473e81fb",19,1,50000,1,1,,2,,
"H2630901","881538d806af44b394bb1f7e473e81fb",3,1,5000,1,1,,2,,
"H2630901","881538d806af44b394bb1f7e473e81fb",13,1,6000,1,1,,2,,
"H2630901","881538d806af44b394bb1f7e473e81fb",1,4,40000,4,1,,2,,
"H2820501","881cff26a2b141539b62557a525c35ca",1,5,20000,5,1,,2,,
"H2820501","881cff26a2b141539b62557a525c35ca",3,1,2000,1,1,,2,,
"H0690301","88308be5dc024f0da569f7f4f1365ad6",5,1,20000,1,1,,2,,
"H0690301","88308be5dc024f0da569f7f4f1365ad6",12,1,2500,1,1,,2,,
"H0690301","88308be5dc024f0da569f7f4f1365ad6",1,1,5000,1,1,,2,,
"H2570901","88528987d073476d9d0283249b51b309",5,2,150000,2,1,,2,,
"H2570901","88528987d073476d9d0283249b51b309",8,2,10000,2,1,,2,,
"H2570901","88528987d073476d9d0283249b51b309",1,3,25000,3,1,,2,,
"H2570901","88528987d073476d9d0283249b51b309",19,2,150000,2,1,,2,,
"H2570901","88528987d073476d9d0283249b51b309",4,2,10000,2,1,,2,,
"H2570901","88528987d073476d9d0283249b51b309",3,2,12000,2,1,,2,,
"H2570901","88528987d073476d9d0283249b51b309",13,3,15000,3,1,,2,,
"H2570901","88528987d073476d9d0283249b51b309",21,2,250000,2,1,,2,,
"H2500601","885f34fec90d45c9b754bdb340c19612",1,3,15000,3,1,,2,,
"H2500601","885f34fec90d45c9b754bdb340c19612",3,0,,2,2,5,,,
"H2350301","886036020ce3462394ff6ef50b910fc5",4,1,2000,1,1,,2,,
"H2350301","886036020ce3462394ff6ef50b910fc5",3,1,2000,1,1,,2,,
"H2350301","886036020ce3462394ff6ef50b910fc5",1,3,15000,3,1,,2,,
"H2350301","886036020ce3462394ff6ef50b910fc5",22,1,1000,1,1,,2,,
"H2970903","88929fffa331450386b6ad15f5cf3644",3,1,4000,1,1,,2,,
"H2970903","88929fffa331450386b6ad15f5cf3644",8,1,5000,1,1,,2,,
"H2970903","88929fffa331450386b6ad15f5cf3644",12,1,10000,1,1,,2,,
"H2970903","88929fffa331450386b6ad15f5cf3644",1,2,8000,2,1,,2,,
"H1290301","88c462fd6f074e23a79eabc018993315",4,1,7000,1,1,,2,,
"H1290301","88c462fd6f074e23a79eabc018993315",1,7,50000,7,1,,2,,
"H1290301","88c462fd6f074e23a79eabc018993315",14,0,,0,1,,1,4,40000
"H1290301","88c462fd6f074e23a79eabc018993315",3,1,5000,1,1,,2,,
"H2620903","88f986f6edb64cb583939d1732e2c621",4,2,7000,2,1,,2,,
"H2620903","88f986f6edb64cb583939d1732e2c621",3,3,15000,3,1,,2,,
"H2620903","88f986f6edb64cb583939d1732e2c621",1,4,36000,4,1,,2,,
"H3600602","89031bc5406a4cc7a66a827f60487cbd",1,4,20000,4,1,,2,,
"H3600602","89031bc5406a4cc7a66a827f60487cbd",3,1,3000,1,1,,2,,
"H3821001","89145e187f3b49d7b2182ddf0de09a06",1,20,150000,20,1,,2,,
"H3821001","89145e187f3b49d7b2182ddf0de09a06",3,2,12000,2,1,,2,,
"H3821001","89145e187f3b49d7b2182ddf0de09a06",4,2,12000,2,1,,2,,
"H3821001","89145e187f3b49d7b2182ddf0de09a06",14,1,200000,1,1,,2,,
"H3821001","89145e187f3b49d7b2182ddf0de09a06",19,0,,0,1,,1,3,3000
"H2150501","8929bb483a9947ea9873e3500cb32674",3,0,,0,1,,1,1,0
"H2150501","8929bb483a9947ea9873e3500cb32674",1,2,8000,2,1,,2,,
"H1620801","892e584c6cfe45de95576b3083f58a5f",3,1,3000,1,1,,2,,
"H1620801","892e584c6cfe45de95576b3083f58a5f",1,6,25000,6,1,,2,,
"H1620801","892e584c6cfe45de95576b3083f58a5f",2,1,150000,1,1,,2,,
"H3060201","8936d6c854b147eaba6a4d8d92af2a3e",12,1,5000,1,1,,2,,
"H3060201","8936d6c854b147eaba6a4d8d92af2a3e",3,2,8000,2,1,,2,,
"H3060201","8936d6c854b147eaba6a4d8d92af2a3e",1,2,10000,2,1,,2,,
"H1950401","893875030df44f56843645c439b7e448",3,0,,0,1,,1,1,0
"H1950401","893875030df44f56843645c439b7e448",1,1,4000,1,1,,1,3,0
"H1950401","893875030df44f56843645c439b7e448",4,0,,0,1,,1,2,0
"H2080301","8939b54be5c84966932985b5f49a8a66",4,,,,,,,,
"H2080301","8939b54be5c84966932985b5f49a8a66",1,6,30000,6,1,,2,,
"H2080301","8939b54be5c84966932985b5f49a8a66",3,1,3000,1,1,,2,,
"H0510401","893d52e674dd49bd8d5124981cca722c",8,1,4000,1,1,,2,,
"H0510401","893d52e674dd49bd8d5124981cca722c",3,1,6000,1,1,,2,,
"H0510401","893d52e674dd49bd8d5124981cca722c",1,2,10000,2,1,,2,,
"H0620701","8952c72850ac4c84a3086bbc723427b4",3,1,2000,1,1,,2,,
"H0620701","8952c72850ac4c84a3086bbc723427b4",1,2,6000,2,1,,2,,
"H3070304","89695f146bd74d64869b709a290d7c03",8,1,4000,1,1,,2,,
"H3070304","89695f146bd74d64869b709a290d7c03",1,2,6000,2,1,,2,,
"H3070304","89695f146bd74d64869b709a290d7c03",3,2,6000,2,1,,2,,
"H2081001","896dd5a665a048e7ba281bf572724e8e",7,,,,,,,,
"H2081001","896dd5a665a048e7ba281bf572724e8e",12,1,9000,1,1,,2,,
"H2081001","896dd5a665a048e7ba281bf572724e8e",5,1,100000,2,1,,2,,
"H2081001","896dd5a665a048e7ba281bf572724e8e",8,1,6000,1,1,,2,,
"H2081001","896dd5a665a048e7ba281bf572724e8e",3,1,6000,1,1,,2,,
"H2081001","896dd5a665a048e7ba281bf572724e8e",1,3,24000,3,1,,2,,
"H0570202","89790b7eab0d469eac79b5075dd10f1c",1,5,16000,3,1,,2,,
"H0570202","89790b7eab0d469eac79b5075dd10f1c",3,2,6000,2,1,,2,,
"H2171101","898a20f42ee8488cb0d8563ef21d1db1",4,1,4000,1,1,,2,,
"H2171101","898a20f42ee8488cb0d8563ef21d1db1",3,0,,1,1,,1,1,0
"H2171101","898a20f42ee8488cb0d8563ef21d1db1",22,2,50000,2,1,,2,,
"H2171101","898a20f42ee8488cb0d8563ef21d1db1",1,4,24000,4,1,,2,,
"H2171101","898a20f42ee8488cb0d8563ef21d1db1",2,2,80000,2,1,,2,,
"H1070901","89a7cc1fcd2a4017b6b059abbdd0fbc0",3,2,12000,2,1,,2,,
"H1070901","89a7cc1fcd2a4017b6b059abbdd0fbc0",19,1,80000,1,1,,2,,
"H1070901","89a7cc1fcd2a4017b6b059abbdd0fbc0",4,0,,0,1,,1,1,0
"H1070901","89a7cc1fcd2a4017b6b059abbdd0fbc0",1,3,24000,3,1,,2,,
"H1430904","89c852aab9a34a6ca26f86fac5ffb794",1,2,7000,2,1,,1,1,0
"H1430904","89c852aab9a34a6ca26f86fac5ffb794",22,0,,0,1,,1,1,0
"H1430904","89c852aab9a34a6ca26f86fac5ffb794",3,1,2000,1,1,,2,,
"H1430904","89c852aab9a34a6ca26f86fac5ffb794",14,0,,0,1,,1,1,0
"H2350303","89ca07d984a94f51be243976b0e0a3b9",1,5,30000,5,1,,2,,
"H2350303","89ca07d984a94f51be243976b0e0a3b9",22,1,6000,1,1,,2,,
"H2350303","89ca07d984a94f51be243976b0e0a3b9",3,0,,0,1,,1,2,0
"H2350303","89ca07d984a94f51be243976b0e0a3b9",4,0,,0,1,,1,2,0
"H2971001","89ea415fa58b4cc28f1e97993b4a10f2",12,2,15000,2,1,,2,,
"H2971001","89ea415fa58b4cc28f1e97993b4a10f2",8,2,10000,2,1,,2,,
"H2971001","89ea415fa58b4cc28f1e97993b4a10f2",7,2,15000,2,1,,2,,
"H2971001","89ea415fa58b4cc28f1e97993b4a10f2",5,2,150000,2,1,,2,,
"H2971001","89ea415fa58b4cc28f1e97993b4a10f2",19,2,120000,2,1,,2,,
"H2971001","89ea415fa58b4cc28f1e97993b4a10f2",1,5,25000,5,1,,2,,
"H2971001","89ea415fa58b4cc28f1e97993b4a10f2",4,3,10000,3,1,,2,,
"H2971001","89ea415fa58b4cc28f1e97993b4a10f2",3,3,20000,3,1,,2,,
"H2971001","89ea415fa58b4cc28f1e97993b4a10f2",21,1,50000,1,1,,2,,
"H2971001","89ea415fa58b4cc28f1e97993b4a10f2",13,2,25000,2,1,,2,,
"H2150101","8a20bc31d0ad47eba0bdf9f16a613fa1",22,0,,0,1,,1,1,0
"H2150101","8a20bc31d0ad47eba0bdf9f16a613fa1",19,0,,0,1,,1,1,0
"H2150101","8a20bc31d0ad47eba0bdf9f16a613fa1",1,1,5000,1,1,,1,2,0
"H2150101","8a20bc31d0ad47eba0bdf9f16a613fa1",14,1,100000,1,1,,2,,
"H2150101","8a20bc31d0ad47eba0bdf9f16a613fa1",3,0,,0,1,,1,1,0
"H1501001","8a487ec2e2d0462684843b3a800f2a52",22,1,10000,1,1,,2,,
"H1501001","8a487ec2e2d0462684843b3a800f2a52",3,1,5000,1,1,,2,,
"H1501001","8a487ec2e2d0462684843b3a800f2a52",1,2,15000,1,1,,1,1,0
"H3550601","8a627d794b3240638fa31e67d85fa282",1,8,20000,8,1,,2,,
"H3550601","8a627d794b3240638fa31e67d85fa282",22,1,5000,1,1,,2,,
"H3550601","8a627d794b3240638fa31e67d85fa282",4,2,6000,2,1,,2,,
"H3550601","8a627d794b3240638fa31e67d85fa282",3,3,10000,3,1,,2,,
"6","8a6daeb4c2844b3890bdca771a166247",3,1,5000,1,1,,2,,
"6","8a6daeb4c2844b3890bdca771a166247",1,4,24000,4,1,,2,,
"6","8a6daeb4c2844b3890bdca771a166247",14,0,,0,1,,2,,
"6","8a6daeb4c2844b3890bdca771a166247",12,1,15000,0,1,,2,,
"H2990209","8a763bf06c1242969e5f58ff8291c4b6",1,2,6000,2,1,,2,,
"H2990209","8a763bf06c1242969e5f58ff8291c4b6",8,1,3500,1,1,,2,,
"H2990209","8a763bf06c1242969e5f58ff8291c4b6",3,1,4000,1,1,,2,,
"H3440301","8a862a0c291b4dafbf287b83572eab3c",1,3,15000,3,1,,1,1,0
"H3440301","8a862a0c291b4dafbf287b83572eab3c",3,2,6000,3,1,,1,1,0
"H3440301","8a862a0c291b4dafbf287b83572eab3c",4,1,2500,1,1,,2,,
"H2610601","8a87e2bb4d5545e6ba52489555900b46",3,2,4000,2,1,,2,,
"H2610601","8a87e2bb4d5545e6ba52489555900b46",1,3,15000,3,1,,2,,
"H2610601","8a87e2bb4d5545e6ba52489555900b46",12,1,5000,1,1,,2,,
"H2610601","8a87e2bb4d5545e6ba52489555900b46",4,1,2000,1,1,,2,,
"H3170901","8a971f5ac0c94733af2d4ffb1cf3c82b",3,2,6000,2,1,,2,,
"H3170901","8a971f5ac0c94733af2d4ffb1cf3c82b",1,4,24000,4,1,,2,,
"H3170901","8a971f5ac0c94733af2d4ffb1cf3c82b",12,1,5000,1,1,,2,,
"H1860401","8aae3e00032141138985f33a4ee4ac5a",3,1,5000,1,1,,2,,
"H1860401","8aae3e00032141138985f33a4ee4ac5a",4,1,10000,1,1,,2,,
"H1860401","8aae3e00032141138985f33a4ee4ac5a",1,4,24000,4,1,,2,,
"H1860401","8aae3e00032141138985f33a4ee4ac5a",12,1,10000,1,1,,2,,
"H0401001","8ad2c67a787e429bba2cf48ba9da1fdb",3,2,7000,2,1,,2,,
"H0401001","8ad2c67a787e429bba2cf48ba9da1fdb",4,1,2500,1,1,,1,1,0
"H0401001","8ad2c67a787e429bba2cf48ba9da1fdb",1,6,25000,6,1,,2,,
"H0401001","8ad2c67a787e429bba2cf48ba9da1fdb",12,1,4500,1,1,,2,,
"H0401001","8ad2c67a787e429bba2cf48ba9da1fdb",9,2,12000,2,1,,2,,
"H2140301","8aeb3ab5b8b34f12aad06ba9f3459d64",7,2,6000,2,1,,2,,
"H2140301","8aeb3ab5b8b34f12aad06ba9f3459d64",1,3,4500,3,1,,2,,
"H2140301","8aeb3ab5b8b34f12aad06ba9f3459d64",3,1,2500,1,1,,2,,
"H0220701","8aebb586b8e846fc80abe8ed0f5db163",1,1,10000,1,2,1,,,
"H0220701","8aebb586b8e846fc80abe8ed0f5db163",12,1,10000,1,1,,2,,
"H0220701","8aebb586b8e846fc80abe8ed0f5db163",3,1,5000,1,1,,2,,
"H0220701","8aebb586b8e846fc80abe8ed0f5db163",19,1,15000,1,1,,2,,
"H3590401","8b0b41b599ee4ee7bcf30d265d1923ee",1,2,10000,2,1,,2,,
"H3590401","8b0b41b599ee4ee7bcf30d265d1923ee",5,1,70000,1,1,,2,,
"H3590401","8b0b41b599ee4ee7bcf30d265d1923ee",3,1,2500,1,1,,2,,
"H3590401","8b0b41b599ee4ee7bcf30d265d1923ee",14,1,55000,1,1,,2,,
"H3590401","8b0b41b599ee4ee7bcf30d265d1923ee",12,1,7000,1,1,,2,,
"85","8b283f3a1c9247a7973f3b2f772cf197",3,3,16000,3,1,,2,,
"85","8b283f3a1c9247a7973f3b2f772cf197",1,6,20000,6,1,,2,,
"H0500701","8b48e9bcb1994b4f92d1969c1e54a293",12,2,9000,2,1,,2,,
"H0500701","8b48e9bcb1994b4f92d1969c1e54a293",1,2,16000,4,1,,2,,
"H0500701","8b48e9bcb1994b4f92d1969c1e54a293",3,2,8000,2,1,,2,,
"H0500701","8b48e9bcb1994b4f92d1969c1e54a293",19,1,30000,1,1,,2,,
"H0500701","8b48e9bcb1994b4f92d1969c1e54a293",5,1,100000,1,1,,2,,
"H0500701","8b48e9bcb1994b4f92d1969c1e54a293",4,1,3000,1,1,,2,,
"H3600501","8b4d777ba5974738988aec0efdd7ef10",4,1,3500,1,1,,2,,
"H3600501","8b4d777ba5974738988aec0efdd7ef10",3,2,8000,3,1,,2,,
"H3600501","8b4d777ba5974738988aec0efdd7ef10",1,2,10000,3,1,,2,,
"H3510101","8b6e73cf62d3492caeb75bf11df9980d",1,4,10000,4,1,,2,,
"H3510101","8b6e73cf62d3492caeb75bf11df9980d",3,1,3000,1,1,,2,,
"H3620201","8b78ea7e19b94b1f8ec1f6710774d003",5,0,,0,1,,1,1,5000
"H3620201","8b78ea7e19b94b1f8ec1f6710774d003",12,0,,0,1,,1,1,3000
"H3620201","8b78ea7e19b94b1f8ec1f6710774d003",3,1,5000,1,1,,2,,
"H3620201","8b78ea7e19b94b1f8ec1f6710774d003",4,0,,0,1,,1,1,0
"H3620201","8b78ea7e19b94b1f8ec1f6710774d003",1,4,25000,4,1,,1,2,2000
"H4120301","8bb14e81d3b84807a12cfed594724f12",19,0,,0,1,,1,1,2000
"H4120301","8bb14e81d3b84807a12cfed594724f12",3,3,16000,3,1,,2,,
"H4120301","8bb14e81d3b84807a12cfed594724f12",5,1,90000,1,1,,2,,
"H4120301","8bb14e81d3b84807a12cfed594724f12",1,2,20000,2,1,,2,,
"H4120301","8bb14e81d3b84807a12cfed594724f12",4,2,18000,2,1,,2,,
"H4120301","8bb14e81d3b84807a12cfed594724f12",12,1,15000,1,1,,2,,
"H3700201","8bc98ec22a044c67bb69bcfad8be445b",3,0,,0,1,,1,1,0
"H3700201","8bc98ec22a044c67bb69bcfad8be445b",1,2,10000,2,2,1,,,
"H1250201","8be06091a17c4093be71af31ce99f42e",4,1,6500,1,1,,2,,
"H1250201","8be06091a17c4093be71af31ce99f42e",3,2,6000,2,1,,2,,
"H1250201","8be06091a17c4093be71af31ce99f42e",1,7,45000,7,1,,2,,
"H0681002","8beea5570da34cc48e31b41a0af2f581",7,2,5000,2,1,,2,,
"H0681002","8beea5570da34cc48e31b41a0af2f581",1,3,15000,3,1,,2,,
"H0681002","8beea5570da34cc48e31b41a0af2f581",13,1,5000,1,1,,2,,
"H0681002","8beea5570da34cc48e31b41a0af2f581",8,1,2000,1,1,,2,,
"H0681002","8beea5570da34cc48e31b41a0af2f581",19,2,75000,2,1,,2,,
"H0681002","8beea5570da34cc48e31b41a0af2f581",12,1,4000,1,1,,2,,
"H0681002","8beea5570da34cc48e31b41a0af2f581",3,2,6000,2,1,,2,,
"H1251001","8bf96b447a2e4263992ef11da8cbbdc1",3,1,6000,1,1,,2,,
"H1251001","8bf96b447a2e4263992ef11da8cbbdc1",1,7,50000,5,1,,2,,
"H1760201","8c5d550afff04bea9e522fad66ae948f",7,1,5000,1,1,,2,,
"H1760201","8c5d550afff04bea9e522fad66ae948f",19,1,2000,1,1,,2,,
"H1760201","8c5d550afff04bea9e522fad66ae948f",12,1,2000,1,1,,2,,
"H1760201","8c5d550afff04bea9e522fad66ae948f",1,3,15000,3,1,,2,,
"H1760201","8c5d550afff04bea9e522fad66ae948f",3,1,3000,1,1,,2,,
"##N/A##","8c60078f31be46d7bcf8e3231b002f01",3,3,10000,3,1,,2,,
"##N/A##","8c60078f31be46d7bcf8e3231b002f01",1,4,30000,4,1,,2,,
"H1971001","8c847054105a4c7d8df8cd778a781d00",4,1,4000,1,1,,2,,
"H1971001","8c847054105a4c7d8df8cd778a781d00",22,1,5000,1,1,,2,,
"H1971001","8c847054105a4c7d8df8cd778a781d00",1,3,12000,3,1,,2,,
"H1971001","8c847054105a4c7d8df8cd778a781d00",3,1,5000,1,1,,2,,
"H1300201","8c9a6b525a3c4ef3a99a96c03fa199ac",4,1,3000,1,1,,2,,
"H1300201","8c9a6b525a3c4ef3a99a96c03fa199ac",12,1,2500,1,1,,2,,
"H1300201","8c9a6b525a3c4ef3a99a96c03fa199ac",3,1,3000,1,1,,2,,
"H1300201","8c9a6b525a3c4ef3a99a96c03fa199ac",1,5,20000,5,1,,1,3,0
"H1630501","8cfafb3635994f9294d7f40c6397640f",1,3,5000,3,1,,2,,
"H1630501","8cfafb3635994f9294d7f40c6397640f",22,1,3500,1,1,,2,,
"H0370702","8d0ce15ca2ce480d9a50d3210de8ef4e",19,1,35000,1,1,,2,,
"H4231001","8d32035f9c004c69a1e3cc290151c354",8,1,2000,2,1,,2,,
"H4231001","8d32035f9c004c69a1e3cc290151c354",3,2,8000,2,1,,2,,
"H4231001","8d32035f9c004c69a1e3cc290151c354",4,1,4000,1,1,,2,,
