"t0_hhid","ALiveStock_Small_ID","hhid","s6bq03a","s6bq03b","s6bq03c","s6bq03d","s6bq03e","s6bq03f","s6bq04a","s6bq04b","s6bq04c","s6bq05a","s6b05b","s6bq05c","s6bq06","s6bq07","s6bq08","s6bq09","s6bq10","s6bq11","s6bq12","s6bq13a","s6bq13b","s6bq14a","s6bq14b","s6bq15","s6bq15b","s6bq15c","s6bq16"
"H4140401",21,"999fad39eecf4a9f9b3372cdba1e52d9",3,1,,1,,2,0,,,0,,,1,2,0,0,0,0,0,0,,0,,0,1,,1
"H4270501",22,"9a0c48d484524e86bf68350ef4755aac",1,2,,2,,2,0,,,0,,,2,0,0,0,0,0,0,1,40000,2,150000,0,1,,1
"H2950901",19,"9a2ac8bf9cb042a190359588cd94f844",4,2,,1,4,2,0,,,0,,,3,1,0,0,0,0,0,0,,0,,0,1,,2
"H2950901",15,"9a2ac8bf9cb042a190359588cd94f844",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2440101",19,"9ac2a4592624470b8601e4b5de2d8a1d",4,1,,1,,2,2,1,,0,,,4,0,0,0,0,0,0,0,,0,,0,6,,1
"H2440101",18,"9ac2a4592624470b8601e4b5de2d8a1d",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3740901",19,"9aea58f72c1c428d8ce3ef2250967bbf",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,3,,1
"H3520802",22,"9afc9d8cadc54af0b4da94f33ec8ec62",5,2,,2,,1,0,,,1,3,180000,5,0,0,0,0,0,0,0,,0,,0,1,,1
"H1430502",22,"9b2853a3791142088c41ddd6a75bfe4a",2,1,,1,2,2,0,,,0,,,0,0,0,0,0,0,0,2,35000,0,,0,1,5,1
"H1430502",19,"9b2853a3791142088c41ddd6a75bfe4a",2,1,,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,5,1,1
"H1300603",14,"9b81afb9f2314aceaf0a79c60a3452ac",15,1,,1,2,2,0,,,1,3,48000,8,7,0,0,0,0,0,0,,0,,0,1,,2
"H1300603",21,"9b81afb9f2314aceaf0a79c60a3452ac",1,1,2,1,2,2,0,,,1,3,24000,1,0,0,0,0,0,0,0,,0,,0,1,,2
"H1300603",13,"9b81afb9f2314aceaf0a79c60a3452ac",4,1,2,1,2,2,0,,,1,3,36000,5,0,0,0,0,0,0,0,,1,70000,0,1,,2
"H1300603",22,"9b81afb9f2314aceaf0a79c60a3452ac",0,,,,,,0,,,1,3,12000,1,0,0,0,0,0,0,0,,1,220000,0,1,,2
"H3210801",19,"9b91d76f77fd43f58e3e620645139638",14,1,2,1,2,2,0,,,0,,,9,5,0,0,0,0,0,0,,0,,0,1,6,1
"H3210801",22,"9b91d76f77fd43f58e3e620645139638",3,1,2,1,2,1,1,1,2,0,,,3,0,0,0,0,0,0,0,,0,,0,1,6,1
"H3210801",18,"9b91d76f77fd43f58e3e620645139638",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,6,1
"H2780302",19,"9babf157fcb041638177281acc8dbc0d",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"H2780302",18,"9babf157fcb041638177281acc8dbc0d",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H1400404",19,"9bbceb52edd64161a52fd6228b646fb0",2,4,,4,7,2,0,,,0,,,0,0,0,0,0,0,0,2,50000,0,,0,1,,2
"H1400404",22,"9bbceb52edd64161a52fd6228b646fb0",5,4,,4,,2,0,,,0,,,1,4,0,0,0,0,0,0,,0,,0,1,,2
"H3040401",19,"9c3936df41154477ac5fe6528824da14",4,2,3,2,3,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,1,3,1
"H2450601",19,"9d197e937dc442869b152f2306ff11db",2,1,2,1,2,1,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,6,4,1
"H1430203",21,"9d32794676c248ddaaa4c3fc8a35520b",1,5,,5,,2,1,5,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"H1430203",19,"9d32794676c248ddaaa4c3fc8a35520b",3,1,2,1,2,2,2,5,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,6,1
"H1430203",18,"9d32794676c248ddaaa4c3fc8a35520b",2,1,2,1,2,2,0,,,0,,,0,2,0,0,0,0,0,0,,0,,0,1,6,1
"H0510101",19,"9d4bb69584544bc2a758cac87fbb24da",1,1,7,1,7,1,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,5,6,1
"H0510101",17,"9d4bb69584544bc2a758cac87fbb24da",1,1,3,1,7,2,2,1,7,0,,,0,0,1,0,0,0,0,0,,0,,0,5,6,1
"H1500601",18,"9d6182b62416405ea5966b5c70f02cdb",1,1,,1,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,3,1,1
"H1500601",19,"9d6182b62416405ea5966b5c70f02cdb",1,1,,1,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,3,1,1
"H1771001",14,"9d7d1a4cb1f345be8f0efd6ba463dfcb",1,2,,2,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"H1771001",13,"9d7d1a4cb1f345be8f0efd6ba463dfcb",1,2,,2,,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"H3880401",20,"9da0ba5c27434920b78b640746915804",0,,,,,,0,,,0,,,3,0,0,2,0,0,0,0,,1,80000,0,1,5,1
"H3880401",21,"9da0ba5c27434920b78b640746915804",4,1,2,1,2,1,0,,,0,,,4,1,0,0,0,0,0,0,,1,60000,0,1,6,1
"H0750901",18,"9dfb92ad1de74379be1318b90ae02fc2",2,1,,1,,2,1,1,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,3
"H3540602",22,"9e9aef5a8bf34e899b1eeee519563de3",6,1,2,1,2,2,0,,,0,,,2,5,0,0,0,0,0,1,70000,2,50000,0,1,,2
"H2460301",19,"9ec342f4c8994bbd8469be0601269b62",2,1,7,7,8,2,0,,,0,,,4,0,0,0,0,0,1,0,,1,40000,0,4,6,1
"H2460301",21,"9ec342f4c8994bbd8469be0601269b62",2,1,7,7,8,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,4,6,1
"H1180401",19,"9efe1cf26ca94f2fa93372acad13f008",4,1,,1,2,2,0,,,0,,,5,0,0,0,0,0,1,0,,0,,0,1,,2
"H0390101",17,"9f31d94652bb4abfa1cbbb69167d0cfb",2,1,,1,,2,0,,,0,,,3,0,0,0,0,0,0,1,70000,1,180000,1,1,,2
"H4000401",18,"9f7baf58a8494ec5aa35ffe6a6e6d055",2,1,,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,4,1
"H4000401",19,"9f7baf58a8494ec5aa35ffe6a6e6d055",2,1,,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,4,1
"H4050101",18,"9fd55f084f264a2ba1a0de2752b91626",3,1,2,1,2,2,0,,,0,,,0,3,0,0,0,0,0,0,,0,,0,1,5,1
"H4050101",19,"9fd55f084f264a2ba1a0de2752b91626",6,1,2,1,2,2,0,,,0,,,4,2,0,0,0,0,0,0,,0,,0,4,5,1
"H4221001",19,"9ff4d197f203408f87f6fcde48bf4a32",2,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,2,32500,0,,0,1,5,1
"H4040501",19,"a06bf55606a24e7783f5e15a2863ed42",0,,,,,,0,,,0,,,2,0,0,0,0,0,0,0,,2,60000,0,1,5,2
"H4040501",22,"a06bf55606a24e7783f5e15a2863ed42",1,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,60000,0,,0,1,5,2
"H1731001",19,"a08435dd2e1b4ecd81cef70d913547f6",6,1,,1,2,2,0,,,0,,,5,1,0,0,0,0,0,0,,0,,0,1,5,1
"H1731001",18,"a08435dd2e1b4ecd81cef70d913547f6",1,1,,1,2,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,5,1
"H2790802",19,"a089138af4be4328afc442187d72ac8f",1,,,,,2,0,,,0,,,0,0,0,0,0,0,0,1,170000,0,,0,1,,1
"H2000401",18,"a10720b216e34c9496ca87f796d1af44",2,1,6,6,7,2,0,,,0,,,3,2,0,0,0,0,0,0,,3,65000,0,1,5,1
"H2000401",19,"a10720b216e34c9496ca87f796d1af44",4,1,6,6,7,2,0,,,0,,,2,2,0,0,0,0,0,1,70000,1,60000,0,1,5,1
"H1820703",22,"a10a5b3284014fe6b24cfa7243f6c29e",1,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,60000,0,,0,1,5,1
"H3520501",19,"a137aae864774513851b92e975408b33",2,1,,1,,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,,1
"H3520501",18,"a137aae864774513851b92e975408b33",1,1,,1,,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,1
"H1830106",19,"a139406d51364a7e9638f366529bca5e",3,1,4,1,4,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,,1
"H1830106",21,"a139406d51364a7e9638f366529bca5e",3,1,4,1,4,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,,1
"H1830106",20,"a139406d51364a7e9638f366529bca5e",1,1,4,1,4,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H1830106",18,"a139406d51364a7e9638f366529bca5e",1,1,4,1,4,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H0500802",19,"a158399c538c44bfa8a6351495edc574",3,1,2,1,2,2,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,1,,1
"H0500802",18,"a158399c538c44bfa8a6351495edc574",1,1,2,1,2,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,1
"H0500802",22,"a158399c538c44bfa8a6351495edc574",1,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,25000,0,,0,1,,1
"H2040301",19,"a174f1e339054a0db3463ede50224c45",5,1,,1,7,2,0,,,0,,,6,0,0,0,0,1,0,0,,0,,0,5,6,1
"H1500401",19,"a1894fd4a0664a18bece8ad149aa1c51",4,5,,5,,2,0,,,0,,,1,3,0,0,0,0,0,0,,0,,0,3,1,1
"H2040902",19,"a1a220ee68344daaadc347cfc61c5333",2,1,,1,,2,0,,,0,,,9,0,0,7,0,0,0,0,,0,,0,1,6,1
"H0810202",18,"a22f86959d5f4e45a6239b6eae656526",1,1,6,1,6,2,0,,,0,,,0,0,0,0,0,0,0,1,50000,0,,0,1,,2
"H0810202",19,"a22f86959d5f4e45a6239b6eae656526",1,1,6,1,6,2,0,,,0,,,0,0,0,0,0,0,0,1,50000,0,,0,1,,2
"H2280701",19,"a2808d4f7723482399f6a9414f940907",1,1,,1,,2,0,,,0,,,2,0,0,0,0,0,0,0,,1,70000,0,1,,1
"H2620303",20,"a28becda4a7d40f1a00b12c46e5f8c29",2,1,2,1,2,2,0,,,0,,,3,0,0,0,0,0,0,0,,1,120000,0,1,,1
"H2620303",21,"a28becda4a7d40f1a00b12c46e5f8c29",2,1,2,1,2,2,0,,,0,,,3,0,0,0,0,0,0,0,,1,90000,0,1,,1
"H3990801",22,"a2920b4b72b44731987ac3a604a3c34c",2,1,,1,,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,5,2
"H1320401",19,"a2c9cb46fa3a46cfbbcb826ab0c76a65",1,1,5,1,5,2,0,,,0,,,0,0,0,0,0,0,0,1,40000,0,,0,3,1,1
"H1500802",18,"a341ebf6a794405eb417b2b15c5227ad",0,,,,,,0,,,0,,,1,0,0,1,0,0,0,0,,0,,0,1,4,1
"H1500802",19,"a341ebf6a794405eb417b2b15c5227ad",0,,,,,,0,,,0,,,3,0,0,3,0,0,0,0,,0,,0,1,4,1
"H0531002",20,"a347d0dc5fa24865a33c9709d9e67d34",1,1,,1,4,2,0,,,0,,,2,0,0,0,0,0,1,0,,0,,0,1,5,1
"H0531002",21,"a347d0dc5fa24865a33c9709d9e67d34",2,1,,1,4,2,0,,,0,,,3,0,0,0,0,0,1,0,,0,,0,1,5,1
"H3030601",21,"a34b8cd55c814a87abeac5738a7dcc42",10,1,,1,21,2,0,,,0,,,10,2,1,0,0,1,0,0,,2,70000,0,1,,1
"H3030601",20,"a34b8cd55c814a87abeac5738a7dcc42",3,1,,1,21,2,0,,,0,,,14,2,1,0,1,0,1,0,,10,100000,2,1,,1
"H3030601",19,"a34b8cd55c814a87abeac5738a7dcc42",25,1,,1,21,2,0,,,0,,,36,11,2,0,0,0,3,0,,21,100000,0,1,,1
"H3030601",18,"a34b8cd55c814a87abeac5738a7dcc42",15,1,,1,21,2,0,,,0,,,5,13,0,0,0,0,3,0,,0,,0,1,3,1
"H2040601",19,"a3509833f98748fa8d8792e33f4c429c",1,1,2,1,2,2,0,,,0,,,5,0,0,2,0,0,2,0,,0,,0,1,5,1
"H2040601",18,"a3509833f98748fa8d8792e33f4c429c",2,1,2,1,2,2,0,,,0,,,0,2,0,0,0,0,0,0,,0,,0,1,5,1
"H3870301",18,"a3c1ad54b5134659a57d2f4a16a9a4a3",1,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,45000,0,,0,6,,1
"H3870301",19,"a3c1ad54b5134659a57d2f4a16a9a4a3",2,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,2,50000,0,,0,4,,1
"H3870301",20,"a3c1ad54b5134659a57d2f4a16a9a4a3",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,4,,1
"H3870301",21,"a3c1ad54b5134659a57d2f4a16a9a4a3",1,1,2,1,2,2,0,,,0,,,3,0,0,0,0,0,1,0,,1,60000,0,4,,1
"H2480201",18,"a41c841b85a547f5ac1e647818b6b038",2,1,2,1,2,2,0,,,0,,,0,2,0,0,0,0,0,0,,0,,0,1,5,1
"H2480201",19,"a41c841b85a547f5ac1e647818b6b038",4,1,2,1,2,2,0,,,0,,,5,0,0,0,0,1,0,0,,0,,0,1,5,1
"H2821001",18,"a42b72ab96e74a25aed753e4423bf1dd",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,6,1
"H2821001",19,"a42b72ab96e74a25aed753e4423bf1dd",4,1,2,1,2,2,0,,,0,,,5,2,0,0,0,0,0,0,,3,90000,0,1,6,1
"H1950901",21,"a433acebe78f40abbe740ffc92f87651",1,1,2,1,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,4,1
"H4200301",19,"a4774ad929ee47deb1cdd618fb11c557",3,1,2,1,2,2,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,1,5,1
"H4200301",22,"a4774ad929ee47deb1cdd618fb11c557",6,1,2,1,2,2,0,,,0,,,2,10,0,0,0,0,0,0,,6,30000,0,1,5,1
"H4200301",18,"a4774ad929ee47deb1cdd618fb11c557",1,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,1,70000,0,1,5,1
"H3991001",18,"a4909bd105d345aea9b737bf6478bf96",1,1,2,1,2,2,0,,,0,,,2,0,0,0,1,0,0,0,,0,,0,1,4,2
"H3991001",22,"a4909bd105d345aea9b737bf6478bf96",3,1,2,1,2,2,0,,,0,,,1,8,0,0,0,0,0,0,,6,50000,0,1,5,2
"H3991001",19,"a4909bd105d345aea9b737bf6478bf96",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,2
"H1420701",21,"a5028542ae704031b75c86beddf01682",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,5,6,1
"H1420701",19,"a5028542ae704031b75c86beddf01682",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,5,6,1
"H3110902",22,"a516b6e538b4458bb58d5d455b36e23d",1,1,2,1,2,2,0,,,0,,,0,0,1,0,0,0,0,0,,0,,0,1,,1
"H3940801",19,"a52acd870f29420aa97591e724c23846",3,2,,2,3,2,0,,,0,,,6,0,0,0,0,0,2,0,,0,,1,5,6,1
"H3940801",22,"a52acd870f29420aa97591e724c23846",2,1,2,1,3,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,5,1
"H3930401",18,"a5a0a4f9192242dc9e3a6d04ff5e5519",2,1,2,1,3,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,4,1
"H3930401",19,"a5a0a4f9192242dc9e3a6d04ff5e5519",4,1,,1,3,2,0,,,0,,,3,1,0,0,0,0,0,0,,0,,0,1,4,1
"H3911001",18,"a5a87aa9fe3b4dd08cc8c7ae8d90179d",1,1,,1,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,6,,1
"H3911001",19,"a5a87aa9fe3b4dd08cc8c7ae8d90179d",1,1,,1,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,6,,1
"H0861101",22,"a5e78e1c8faa4f64b081c107eab7f556",4,,,,,2,0,,,0,,,1,0,0,0,0,0,0,3,35000,0,,0,1,,1
"H0880301",22,"a618865e661243c7bc2307e28374c42a",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"H0880301",21,"a618865e661243c7bc2307e28374c42a",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H0880301",19,"a618865e661243c7bc2307e28374c42a",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,2
"H1670401",19,"a698ff352a4b4132a8e5893d28fc9893",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,1
"H2990205",19,"a6d41a0570c441ceaefcbb2ee1b0cb2c",4,2,3,2,3,2,0,,,0,,,5,3,0,0,0,0,0,0,,4,150000,0,1,,1
"H2501101",19,"a6dccd0cbc4d46be9dba48df0f201dbe",2,1,,1,,2,0,,,0,,,2,1,0,0,0,1,0,0,,0,,0,1,5,2
"H1440701",19,"a74f848f2a854a9497e2837bc0ddee06",2,1,2,1,2,1,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,5,6,1
"H1440701",21,"a74f848f2a854a9497e2837bc0ddee06",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,5,6,1
"H1331003",19,"a76d3425b1e94a5b8c843a829a2e3038",1,2,,2,,1,0,,,0,,,0,0,0,0,0,0,0,1,60000,0,,0,1,5,1
"H1331003",22,"a76d3425b1e94a5b8c843a829a2e3038",5,2,,2,,2,0,,,0,,,1,4,0,0,0,0,0,0,,0,,0,1,5,1
"H3740501",19,"a7971e7bf841481f8ff48b44a71e3959",1,2,,2,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,3,,1
"H3770201",19,"a7c9abfc9f554aea92ba06bce7e69ead",3,2,,2,7,2,0,,,0,,,0,0,0,0,0,0,0,3,50000,0,,0,6,5,1
"H1680301",18,"a7cda0954d514c879091ce42cb5661b7",2,1,2,2,5,2,0,,,0,,,3,0,0,0,0,0,1,0,,0,,0,1,,1
"H1680301",22,"a7cda0954d514c879091ce42cb5661b7",1,1,2,2,4,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H1680301",19,"a7cda0954d514c879091ce42cb5661b7",1,1,2,2,5,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H1760401",19,"a7d3ec51132d4e8b9212c7c6db57aba9",1,1,,1,3,2,1,1,3,0,,,1,0,0,0,0,0,0,0,,0,,0,1,5,1
"H1760401",18,"a7d3ec51132d4e8b9212c7c6db57aba9",1,1,,1,,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,5,2
"H1271001",19,"a7e06f1f3a6d49c7925de7f9fe1393fb",3,1,,1,,2,0,,,0,,,3,1,0,0,0,1,0,0,,0,,0,5,1,1
"H4280801",21,"a845618242c74e298836dc3241671088",3,1,,1,,2,0,,,0,,,2,3,0,0,0,0,1,0,,1,60000,0,1,5,1
"H4280801",19,"a845618242c74e298836dc3241671088",6,1,,1,,2,0,,,0,,,4,4,0,1,0,0,0,0,,1,80000,0,5,1,1
"H1331001",22,"a894f48689f341e78201c609d5031e2b",2,7,8,7,8,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,5,1
"H1331001",18,"a894f48689f341e78201c609d5031e2b",1,2,3,7,8,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,6,5,1
"H1331001",19,"a894f48689f341e78201c609d5031e2b",4,1,2,7,8,2,0,,,0,,,3,1,0,0,0,0,0,0,,0,,0,5,6,1
"H4200501",22,"a8c13256d89b4624b994e8cd0ea56a36",3,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,3,50000,0,,0,1,6,1
"H1440502",21,"a8ee199f3b104731bb6781410bad32b6",5,1,2,1,2,2,0,,,0,,,4,1,0,0,0,0,0,0,,0,,0,1,6,1
"H1440502",20,"a8ee199f3b104731bb6781410bad32b6",1,1,2,1,2,2,0,,,0,,,1,1,0,0,0,0,0,0,,1,70000,0,6,1,1
"H1440502",22,"a8ee199f3b104731bb6781410bad32b6",1,1,2,1,2,2,1,1,2,0,,,0,0,1,0,0,0,0,0,,0,,0,1,6,1
"H3860901",19,"a93cd59531c84297ab0dcbb49c455512",3,1,,1,,2,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,1,6,2
"H2780303",22,"a948a4d1448c4098b63de1257045e1ac",1,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,1,120000,0,1,6,2
"46",19,"a95dcba3f0ce4bbe854a0eb463b4514a",2,1,,1,,2,0,,,0,,,5,0,0,0,0,0,3,0,,0,,0,1,6,1
"H1910901",18,"a98acb91aca7427bbebaf8c64b9c77b7",2,,,,,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,4,5,1
"H1910901",19,"a98acb91aca7427bbebaf8c64b9c77b7",6,,,,,2,0,,,0,,,4,2,0,0,0,0,0,0,,0,,0,4,5,1
"H2661001",20,"aa2d19e3f3c94e969a9f102b05b873eb",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"H2661001",18,"aa2d19e3f3c94e969a9f102b05b873eb",1,1,2,1,2,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,,1
"H2661001",19,"aa2d19e3f3c94e969a9f102b05b873eb",6,1,2,1,2,2,0,,,0,,,4,2,0,0,0,0,0,0,,0,,0,1,,1
"H2661001",22,"aa2d19e3f3c94e969a9f102b05b873eb",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H2661001",21,"aa2d19e3f3c94e969a9f102b05b873eb",14,1,2,1,2,2,0,,,0,,,8,6,0,0,0,0,0,0,,0,,0,1,,1
"H2040102",18,"aac53a0ee0324066803d4d4488576d3a",3,3,,1,3,2,0,,,0,,,1,3,0,1,0,0,0,0,,0,,0,5,4,1
"H2040102",19,"aac53a0ee0324066803d4d4488576d3a",6,3,,1,3,2,2,1,3,0,,,4,4,0,0,0,0,0,0,,2,40000,0,5,4,1
"H3710701",19,"ab4bf8884e62472da6eaad20aab67164",4,1,2,1,5,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,1,6,1
"H3710701",22,"ab4bf8884e62472da6eaad20aab67164",1,1,8,1,,2,0,,,0,,,0,0,0,0,0,0,0,1,35000,0,,0,1,5,1
"H3761001",18,"ab5920d50bcd4b2f995691c8cbcf6fed",1,1,2,1,2,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,1,,2
"H3761001",19,"ab5920d50bcd4b2f995691c8cbcf6fed",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,4,2
"H2080101",18,"ab7c3a9b8236437498b1433ace2069cd",0,,,,,,1,2,,0,,,1,0,0,0,0,0,0,0,,1,50000,0,1,,1
"H2080101",19,"ab7c3a9b8236437498b1433ace2069cd",2,2,,2,,2,4,2,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"H1260401",18,"abe8db92f9514c14b1e66acc88e0218b",1,1,,1,2,2,0,,,0,,,0,1,0,0,0,0,0,0,,0,,0,5,6,1
"H1260401",19,"abe8db92f9514c14b1e66acc88e0218b",2,1,,1,2,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,5,6,1
"H2210901",19,"ac3bf27b5544475e9ec8bd8166ff2e94",6,1,2,1,,2,0,,,0,,,4,3,0,0,0,0,0,0,,1,35000,0,1,,1
"H2210901",18,"ac3bf27b5544475e9ec8bd8166ff2e94",2,1,2,1,2,2,0,,,0,,,0,2,0,0,0,0,0,0,,0,,0,1,,1
"H2170101",20,"ac4f882fa5a1478faff4fa41aeb87b78",0,,,,,,5,1,2,0,,,0,0,0,0,0,0,0,0,,0,,0,6,5,1
"H2170101",21,"ac4f882fa5a1478faff4fa41aeb87b78",0,,,,,,10,1,2,0,,,0,0,0,0,0,0,0,0,,0,,0,5,6,1
"H2170101",19,"ac4f882fa5a1478faff4fa41aeb87b78",0,,,,,,6,1,2,0,,,0,0,0,0,0,0,0,0,,0,,0,6,5,1
"H2170101",18,"ac4f882fa5a1478faff4fa41aeb87b78",0,,,,,,5,1,5,0,,,0,0,0,0,0,0,0,0,,0,,0,1,6,1
"H2740401",19,"ac6dedb0a5194fcb9fb7d27c51608b72",8,1,,1,,2,0,,,0,,,7,1,0,0,0,0,0,0,,0,,0,1,,1
"H1800701",18,"accc0f776a394214bddcf73fb3a2fbe5",1,1,2,,,2,0,,,0,,,0,0,0,0,0,0,0,1,30000,0,,0,1,,1
"H1800701",19,"accc0f776a394214bddcf73fb3a2fbe5",2,1,2,,,2,0,,,0,,,0,0,0,0,0,0,0,2,23500,0,,0,1,,1
"H1290601",18,"ad385d9a75e24bbbb46ebe7bf46c0347",3,1,2,1,2,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,5,3,1
"H1290601",19,"ad385d9a75e24bbbb46ebe7bf46c0347",3,1,2,1,2,2,0,,,0,,,4,0,0,0,0,0,0,0,,1,70000,0,1,5,1
"H1400201",18,"ad8353f3f7214ab6acc2ea37123f8fd3",2,1,2,1,2,2,0,,,0,,,1,1,0,0,0,0,0,0,,0,,0,1,6,1
"H1400201",19,"ad8353f3f7214ab6acc2ea37123f8fd3",3,1,2,1,2,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,6,1
"H4100801",19,"ad89377d37484fed9c5117f2c43110e7",1,,,,,2,0,,,0,,,1,3,0,0,0,0,0,0,,3,100000,0,1,,1
"H3650501",21,"ad9b7c4ba614444bb8004eb658693c9f",1,1,,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,60000,0,,0,6,5,1
"H0680302",14,"ada436fa4780401ab860968e34f7619b",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H0680302",19,"ada436fa4780401ab860968e34f7619b",1,1,2,1,,2,0,,,0,,,0,0,0,0,0,0,0,1,50000,0,,0,1,,2
"H1510701",19,"ada802f46bce4821854f94789455f294",3,1,,1,,2,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,1,5,1
"H1510701",18,"ada802f46bce4821854f94789455f294",1,1,,1,3,2,0,,,0,,,2,0,0,0,0,0,1,0,,0,,0,1,5,1
"H0500301",18,"adde9de0e1734e50801e1cb97c534c0b",1,1,14,1,14,2,0,,,0,,,2,0,0,0,0,0,0,0,,1,50000,0,1,,1
"H0500301",19,"adde9de0e1734e50801e1cb97c534c0b",2,1,14,1,14,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,,1
"H1180801",18,"ae1cf8396cab428e978ecec00c1cbdb2",1,2,,2,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,5,1
