hhid,h10q1,h10q2,h10q3,h10q4,h10q5a,h10q5b,h10q6,h10q7a,h10q7b,h10q7c,h10q7d,h10q9,h10q10,h10q11,h10q12,hh
H2570901,No,,,,,,Yes,0.0,0.0,0.0,0.0,Open fire,No,5.0,In a separate kitchen,H25709-05-01
H2590101,No,,,,,,No,,,,,Charcoal,No,2.0,In an outdoor space,H25901-05-01
H2590201,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H25902-05-01
H2590301,Yes,24.0,Bill from power company,20.0,12000.0,30.0,No,,,,,Open fire,No,7.0,In a separate kitchen,H25903-05-01
H2590302,No,,,,,,No,,,,,Open fire,Yes,7.0,In a separate kitchen,H25903-05-02
H2590303,No,,,,,,No,,,,,Open fire,No,1.0,In a separate kitchen,H25903-05-03
H2590304,No,,,,,,No,,,,,Charcoal,No,3.0,In an outdoor space,H25903-05-04
H2590401,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H25904-05-01
H2590402,Yes,24.0,Bill from power company,9.0,7000.0,30.0,No,,,,,Open fire,No,2.0,In an outdoor space,H25904-05-02
H2590601,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H25906-05-01
H2590602,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H25906-05-02
H2590701,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H25907-05-01
H2590702,No,,,,,,No,,,,,Charcoal,No,3.0,In an outdoor space,H25907-05-02
H2590703,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H25907-05-03
H2590801,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H25908-05-01
H2590901,Yes,3.0,Bill from power company,16.0,16000.0,30.0,No,,,,,Open fire,No,4.0,In a separate kitchen,H25909-05-01
H2591001,Yes,2.0,Provide in rent,,,,No,,,,,Charcoal,No,2.0, In a room in the dwelling not just devoted to cooking,H25910-05-01
H2591002,Yes,20.0,Bill from power company,16.0,20000.0,30.0,No,,,,,Open fire,No,3.0,In a separate kitchen,H25910-05-02
H2591003,Yes,1.0,Provide in rent,,,,No,,,,,Charcoal,No,2.0, In a room in the dwelling not just devoted to cooking,H25910-05-03
H2600801,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H26008-05-01
H2600901,Yes,4.0,Other (specify),,15000.0,30.0,No,,,,,Open fire,No,2.0,In a separate kitchen,H26009-05-01
H2600902,No,,,,,,No,,,,,Charcoal,No,2.0,In an outdoor space,H26009-05-02
H2600903,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H26009-05-03
H2600905,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H26009-05-05
H2600906,Yes,4.0,Bill from power company,22.0,10000.0,30.0,No,,,,,Charcoal,No,3.0,In a separate kitchen,H26009-05-06
H2601001,Yes,21.0,Bill from power company,20.0,10000.0,30.0,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H26010-05-01
H2601002,Yes,24.0,Provide in rent,,,,No,,,,,Charcoal,Yes,3.0,In an outdoor space,H26010-05-02
H2601201,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H26012-05-01
H2610201,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H26102-05-01
H2610601,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H26106-05-01
H2610602,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H26106-05-02
H2610701,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H26107-05-01
H2610702,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H26107-05-02
H2610801,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H26108-05-01
H2610901,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H26109-05-01
H2611001,No,,,,,,No,,,,,Open fire,Yes,2.0,In a separate kitchen,H26110-05-01
H2611101,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H26111-05-01
H2611102,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H26111-05-02
H2611103,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H26111-05-03
H2620101,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H26201-05-01
H2620103,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H26201-05-03
H2620104,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H26201-05-04
H2620105,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H26201-05-05
H2620106,No,,,,,,No,,,,,Charcoal,No,3.0,In an outdoor space,H26201-05-06
H2620107,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H26201-05-07
H2620201,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H26202-05-01
H2620301,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H26203-05-01
H2620302,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H26203-05-02
H2620303,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H26203-05-03
H2620304,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H26203-05-04
H2620401,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H26204-05-01
H2620501,No,,,,,,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H26205-05-01
H2620601,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H26206-05-01
H2620602,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H26206-05-02
H2620603,No,,,,,,No,,,,,Open fire,No,2.0, In a room in the dwelling not just devoted to cooking,H26206-05-03
H2620604,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H26206-05-04
H2620701,Yes,24.0,Bill from power company,32.0,20000.0,30.0,No,,,,,Charcoal,No,5.0,In a separate kitchen,H26207-05-01
H2620702,Yes,24.0,Other (specify),,18000.0,30.0,No,,,,,Charcoal,No,2.0,In an outdoor space,H26207-05-02
H2620801,Yes,4.0,Other (specify),,20000.0,28.0,No,,,,,Charcoal,No,3.0,In an outdoor space,H26208-05-01
H2620901,No,,,,,,No,,,,,Open fire,Yes,2.0,In a separate kitchen,H26209-05-01
H2620902,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H26209-05-02
H2620903,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H26209-05-03
H2620904,No,,,,,,No,,,,,Charcoal,No,2.0,In a separate kitchen,H26209-05-04
H2620905,No,,,,,,No,,,,,Open fire,Yes,2.0,In a separate kitchen,H26209-05-05
H2620906,No,,,,,,No,,,,,Open fire,Yes,2.0,In a separate kitchen,H26209-05-06
H2620907,Yes,2.0,Provide in rent,,,,No,,,,,Kerosene,No,2.0,In an outdoor space,H26209-05-07
H2621001,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H26210-05-01
H2630201,No,,,,,,No,,,,,Open fire,Yes,1.0,In a separate kitchen,H26302-05-01
H2630401,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H26304-05-01
H2630501,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H26305-05-01
H2630502,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H26305-05-02
H2630601,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H26306-05-01
H2630701,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H26307-05-01
H2630801,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H26308-05-01
H2630901,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H26309-05-01
H2640201,No,,,,,,No,,,,,Open fire,No,4.0, In a room in the dwelling not just devoted to cooking,H26402-05-01
H2640501,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H26405-05-01
H2640502,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H26405-05-02
H2640601,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H26406-05-01
H2640602,No,,,,,,No,,,,,Open fire,No,2.0, In a room in the dwelling not just devoted to cooking,H26406-05-02
H2640603,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H26406-05-03
H2640701,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H26407-05-01
H2641001,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H26410-05-01
H2641101,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H26411-05-01
H2641102,Yes,10.0,Pay fee to neighbor,,8000.0,30.0,No,,,,,Open fire,No,3.0,In an outdoor space,H26411-05-02
H2641103,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H26411-05-03
H2641104,No,,,,,,No,,,,,Open fire,No,1.0,In a separate kitchen,H26411-05-04
H2641106,No,,,,,,No,,,,,Open fire,No,2.0,In an outdoor space,H26411-05-06
H2641601,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H26416-05-01
H2650101,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H26501-05-01
H2650201,No,,,,,,No,,,,,Charcoal,No,2.0,In a separate kitchen,H26502-05-01
H2650202,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H26502-05-02
H2650204,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H26502-05-04
H2650301,No,,,,,,No,,,,,Open fire,No,2.0,In an outdoor space,H26503-05-01
H2650401,No,,,,,,No,,,,,Charcoal,No,2.0, In a room in the dwelling not just devoted to cooking,H26504-05-01
H2650501,Yes,18.0,Pay fee to neighbor,,10000.0,30.0,No,,,,,Open fire,No,7.0,In a separate kitchen,H26505-05-01
H2650601,No,,,,,,No,,,,,Open fire,No,2.0,In an outdoor space,H26506-05-01
H2650701,Yes,22.0,Bill from power company,9999.0,24000.0,30.0,No,,,,,Open fire,No,7.0,In a separate kitchen,H26507-05-01
H2650901,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H26509-05-01
H2651101,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H26511-05-01
H2651102,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H26511-05-02
H2651103,Yes,16.0,Provide in rent,,,,No,,,,,Open fire,Yes,1.0,In a separate kitchen,H26511-05-03
H2660201,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H26602-05-01
H2660202,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H26602-05-02
H2660301,Yes,24.0,Free use/illegal connections,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H26603-05-01
H2660302,Yes,24.0,Bill from power company,12.0,16921.0,30.0,No,,,,,Open fire,No,2.0,In a separate kitchen,H26603-05-02
H2660303,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H26603-05-03
H2660401,No,,,,,,No,,,,,,,,,H26604-05-01
H2660501,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H26605-05-01
H2660701,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H26607-05-01
H2660801,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H26608-05-01
H2660901,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H26609-05-01
H2661001,Yes,10.0,Bill from power company,20.0,30000.0,30.0,No,,,,,Open fire,Yes,6.0,In a separate kitchen,H26610-05-01
H2700401,Yes,24.0,Bill from power company,64.0,25000.0,30.0,No,,,,,Open fire,No,4.0,In a separate kitchen,H27004-05-01
H2700501,Yes,24.0,Bill from power company,16.0,21195.0,30.0,No,,,,,Open fire,No,4.0,In a separate kitchen,H27005-05-01
H2700601,Yes,4.0,Other (specify),,20000.0,30.0,No,,,,,Open fire,No,2.0,In a separate kitchen,H27006-05-01
H2700602,Yes,8.0,Provide in rent,,,,No,,,,,Charcoal,Yes,6.0,In a separate kitchen,H27006-05-02
H2700603,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H27006-05-03
H2700701,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H27007-05-01
H2700801,Yes,24.0,Bill from power company,32.0,20000.0,30.0,No,,,,,Open fire,No,4.0,In a separate kitchen,H27008-05-01
H2701003,Yes,24.0,Other (specify),,15000.0,30.0,No,,,,,lpg,,1.0,In a separate kitchen,H27010-05-03
H2710201,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H27102-05-01
H2710202,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H27102-05-02
H2710301,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H27103-05-01
H2710401,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H27104-05-01
H2710603,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H27106-05-03
H2710604,No,,,,,,No,,,,,Charcoal,No,1.0,In an outdoor space,H27106-05-04
H2710701,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H27107-05-01
H2710801,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H27108-05-01
H2711001,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H27110-05-01
H2740101,No,,,,,,No,,,,,Open fire,No,1.0,In a separate kitchen,H27401-05-01
H2740201,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H27402-05-01
H2740202,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H27402-05-02
H2740301,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H27403-05-01
H2740401,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H27404-05-01
H2740402,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H27404-05-02
H2740601,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H27406-05-01
H2740801,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H27408-05-01
H2740901,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H27409-05-01
H2741001,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H27410-05-01
H2780101,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H27801-05-01
H2780301,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H27803-05-01
H2780302,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H27803-05-02
H2780303,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H27803-05-03
H2780401,No,,,,,,No,,,,,Open fire,No,0.0,In a separate kitchen,H27804-05-01
H2780501,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H27805-05-01
H2780502,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H27805-05-02
H2780601,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H27806-05-01
H2780602,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H27806-05-02
H2780701,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H27807-05-01
H2780801,Yes,24.0,Bill from power company,15.0,10000.0,30.0,No,,,,,Open fire,No,3.0,In a separate kitchen,H27808-05-01
H2780802,Yes,24.0,Other (specify),,12000.0,30.0,No,,,,,Open fire,No,2.0,In a separate kitchen,H27808-05-02
H2781001,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H27810-05-01
H2790101,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H27901-05-01
H2790102,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H27901-05-02
H2790103,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H27901-05-03
H2790201,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H27902-05-01
H2790301,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H27903-05-01
H2790401,No,,,,,,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H27904-05-01
H2790501,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H27905-05-01
H2790601,No,,,,,,No,,,,,Charcoal,No,4.0,In a separate kitchen,H27906-05-01
H2790701,No,,,,,,No,,,,,Open fire,No,4.0, In a room in the dwelling not just devoted to cooking,H27907-05-01
H2790702,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H27907-05-02
H2790801,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H27908-05-01
H2790802,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H27908-05-02
H2790901,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H27909-05-01
H2790902,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H27909-05-02
H2791001,No,,,,,,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H27910-05-01
H2791003,Yes,24.0,Bill from power company,6.0,8000.0,30.0,No,,,,,Charcoal,No,2.0,In an outdoor space,H27910-05-03
H2800301,No,,,,,,No,,,,,Charcoal,No,4.0,In a separate kitchen,H28003-05-01
H2800601,Yes,24.0,Pay fee to neighbor,,5000.0,30.0,No,,,,,Charcoal,No,6.0,In an outdoor space,H28006-05-01
H2810201,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H28102-05-01
H2810401,Yes,6.0,Other (specify),,20000.0,28.0,No,,,,,Open fire,No,4.0,In a separate kitchen,H28104-05-01
H2810501,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H28105-05-01
H2810601,Yes,6.0,Other (specify),,20000.0,30.0,No,,,,,Open fire,No,4.0,In a separate kitchen,H28106-05-01
H2810701,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H28107-05-01
H2810702,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H28107-05-02
H2810801,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H28108-05-01
H2810802,Yes,24.0,Bill from power company,16.0,10000.0,30.0,No,,,,,Open fire,No,3.0,In a separate kitchen,H28108-05-02
H2810901,Yes,24.0,Other (specify),,20000.0,30.0,No,,,,,Open fire,No,4.0,In a separate kitchen,H28109-05-01
H2810902,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H28109-05-02
H2810903,No,,,,,,No,,,,,Open fire,Yes,2.0,In a separate kitchen,H28109-05-03
H2811001,No,,,,,,No,,,,,Open fire,No,0.0,In a separate kitchen,H28110-05-01
H2820201,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H28202-05-01
H2820501,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H28205-05-01
H2820502,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H28205-05-02
H2820602,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H28206-05-02
H2820605,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H28206-05-05
H2820701,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H28207-05-01
H2820702,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H28207-05-02
H2820901,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H28209-05-01
H2820902,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H28209-05-02
H2820904,Yes,24.0,Provide in rent,,,,No,,,,,,,,,H28209-05-04
H2821001,No,,,,,,No,,,,,Open fire,Yes,3.0,In an outdoor space,H28210-05-01
H2821002,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H28210-05-02
H2821101,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H28211-05-01
H2830101,No,,,,,,No,,,,,Charcoal,No,3.0,In an outdoor space,H28301-05-01
H2830701,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H28307-05-01
H2831001,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H28310-05-01
H2831002,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H28310-05-02
H2850101,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H28501-05-01
H2850201,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H28502-05-01
H2850301,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H28503-05-01
H2850401,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H28504-05-01
H2850501,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H28505-05-01
H2850503,No,,,,,,No,,,,,Open fire,No,2.0, In a room in the dwelling not just devoted to cooking,H28505-05-03
H2850504,No,,,,,,No,,,,,Charcoal,No,2.0,In a separate kitchen,H28505-05-04
H2850505,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H28505-05-05
H2850602,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H28506-05-02
H2850801,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H28508-05-01
H2850902,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H28509-05-02
H2851001,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H28510-05-01
H2851101,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H28511-05-01
H2851102,Yes,24.0,Provide in rent,,,,No,,,,,Charcoal,No,6.0,In an outdoor space,H28511-05-02
H2870201,No,,,,,,No,,,,,Charcoal,No,5.0,In an outdoor space,H28702-05-01
H2870301,Yes,24.0,Pay fee to neighbor,,5000.0,30.0,No,,,,,Charcoal,No,3.0,In an outdoor space,H28703-05-01
H2870601,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H28706-05-01
H2870901,No,,,,,,No,,,,,Charcoal,No,2.0,In an outdoor space,H28709-05-01
H2870902,No,,,,,,No,,,,,Charcoal,No,2.0,In an outdoor space,H28709-05-02
H2871001,Yes,4.0,Bill from power company,15.0,10000.0,28.0,No,,,,,Charcoal,No,4.0,In a separate kitchen,H28710-05-01
H2880301,No,,,,,,No,,,,,Charcoal,No,2.0,In a separate kitchen,H28803-05-01
H2880501,No,,,,,,No,,,,,Charcoal,No,5.0,In a separate kitchen,H28805-05-01
H2880701,No,,,,,,No,,,,,Charcoal,Yes,2.0,In a separate kitchen,H28807-05-01
H2881001,No,,,,,,No,,,,,Charcoal,No,3.0,In an outdoor space,H28810-05-01
H2900201,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H29002-05-01
H2900301,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H29003-05-01
H2900401,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H29004-05-01
H2900501,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H29005-05-01
H2900502,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H29005-05-02
H2900601,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H29006-05-01
H2920201,Yes,24.0,Bill from power company,45.0,30000.0,30.0,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H29202-05-01
H2920301,Yes,24.0,Bill from power company,20.0,50000.0,30.0,No,,,,,Charcoal,No,8.0,In a separate kitchen,H29203-05-01
H2920501,Yes,24.0,Bill from power company,16.0,10000.0,30.0,No,,,,,Charcoal,No,3.0, In a room in the dwelling not just devoted to cooking,H29205-05-01
H2920701,Yes,12.0,Provide in rent,,,,No,,,,,Charcoal,No,2.0,In an outdoor space,H29207-05-01
H2920802,No,,,,,,No,,,,,Charcoal,No,2.0,In an outdoor space,H29208-05-02
H2920803,Yes,3.0,Pay fee to neighbor,,15000.0,30.0,No,,,,,Charcoal,No,2.0,In an outdoor space,H29208-05-03
H2920804,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H29208-05-04
H2920901,Yes,2.0,Bill from power company,56.0,35000.0,30.0,No,,,,,Open fire,No,2.0,In a separate kitchen,H29209-05-01
H2921001,Yes,24.0,Provide in rent,,,,No,,,,,Charcoal,No,1.0,In an outdoor space,H29210-05-01
H2940101,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H29401-05-01
H2940201,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H29402-05-01
H2940301,Yes,24.0,Bill from power company,14.0,28886.0,30.0,No,,,,,Charcoal,No,5.0,In a separate kitchen,H29403-05-01
H2940302,Yes,24.0,Bill from power company,9.0,7000.0,30.0,No,,,,,Charcoal,No,6.0,In an outdoor space,H29403-05-02
H2940401,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H29404-05-01
H2940502,Yes,1.0,Pay fee to neighbor,,15000.0,30.0,No,,,,,Charcoal,No,2.0, In a room in the dwelling not just devoted to cooking,H29405-05-02
H2940601,Yes,3.0,Bill from power company,27.0,14000.0,30.0,No,,,,,Open fire,Yes,2.0,In a separate kitchen,H29406-05-01
H2940701,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H29407-05-01
H2940801,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H29408-05-01
H2940802,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H29408-05-02
H2940901,Yes,12.0,Other (specify),,20000.0,30.0,No,,,,,Open fire,Yes,6.0,In a separate kitchen,H29409-05-01
H2941001,No,,,,,,Yes,5000.0,2.0,0.0,0.0,Open fire,No,5.0,In a separate kitchen,H29410-05-01
H2941002,Yes,20.0,Provide in rent,,,,No,,,,,Charcoal,No,2.0, In a room in the dwelling not just devoted to cooking,H29410-05-02
H2941003,Yes,18.0,Provide in rent,,,,No,,,,,Electric,,0.0, In a room in the dwelling not just devoted to cooking,H29410-05-03
H2950101,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H29501-05-01
H2950201,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H29502-05-01
H2950301,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H29503-05-01
H2950401,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H29504-05-01
H2950501,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H29505-05-01
H2950502,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H29505-05-02
H2950503,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H29505-05-03
H2950701,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H29507-05-01
